,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,group
NUP210,6.53454008838497e-29,0.352403948125426,0.477,0.158,2.39222978095685e-24,NUP210,up
SLC5A1,6.98502708796442e-29,-0.531147750957742,0.034,0.418,2.5571485666329e-24,SLC5A1,down
QPRT,7.38050094509373e-29,-0.612396429185945,0.068,0.46,2.70192759098936e-24,QPRT,down
SLC40A1,9.96800777711637e-29,-1.19957986729454,0.455,0.74,3.64918796712453e-24,SLC40A1,down
DSN1,1.09837344033006e-28,0.404181831404284,0.506,0.181,4.02103532770432e-24,DSN1,up
PPIA,1.2266923188547e-28,0.511363720322666,0.97,0.981,4.49079791009517e-24,PPIA,up
PTPRT,1.3929581962868e-28,-1.0855588289354,0.034,0.419,5.09948066078634e-24,PTPRT,down
CRIP1,1.51012351892888e-28,-1.2929646975641,0.672,0.843,5.52841119044673e-24,CRIP1,down
CCNE2,1.58364787225395e-28,0.435588331434591,0.472,0.151,5.79757649553449e-24,CCNE2,up
TMEM40,1.79250169307008e-28,0.427876422422941,0.464,0.144,6.56216944816025e-24,TMEM40,up
HLTF,1.80698949108202e-28,0.565956169073055,0.66,0.363,6.61520782790217e-24,HLTF,up
EMX2OS,2.20019983114055e-28,-0.427562486717653,0.026,0.412,8.05471156182244e-24,EMX2OS,down
PLCB1,2.75571635051973e-28,-1.13411097404023,0.281,0.608,1.00884019876177e-23,PLCB1,down
CRYBG1,2.77798445255201e-28,0.586623912472388,0.787,0.475,1.01699232823476e-23,CRYBG1,up
KRT24,3.82260075739862e-28,0.667611805541171,0.132,0.003,1.39941591127606e-23,KRT24,up
PLAAT4,4.0201300011861e-28,-0.975654232129213,0.426,0.695,1.47172939213422e-23,PLAAT4,down
PRPS2,4.26264208919873e-28,0.588073825111658,0.694,0.385,1.56051064243476e-23,PRPS2,up
VSNL1,4.3985116529743e-28,0.33198174650179,0.502,0.153,1.61025113103736e-23,VSNL1,up
ZG16B,5.59467485199991e-28,-0.865542042022373,0.149,0.536,2.04815451656865e-23,ZG16B,down
LRMP,5.82926946793019e-28,0.316947873784633,0.26,0.042,2.13403725951456e-23,LRMP,up
SLC44A4,6.17157158481095e-28,-0.96489537224008,0.345,0.631,2.25935064148344e-23,SLC44A4,down
DHCR24,6.40777375804372e-28,0.664895485756851,0.8,0.534,2.34582189508223e-23,DHCR24,up
HDLBP,6.82391835776484e-28,-0.601773452565108,0.868,0.927,2.49816827159413e-23,HDLBP,down
CD9,6.83844086757163e-28,0.66471479418246,0.957,0.964,2.5034848172093e-23,CD9,up
TSPAN5,6.98373331776148e-28,0.425172867172815,0.434,0.13,2.5566749302993e-23,TSPAN5,up
NTRK2,7.38733356042605e-28,0.331386630583285,0.336,0.073,2.70442894313637e-23,NTRK2,up
NPDC1,7.57775436161599e-28,-0.62114568847001,0.14,0.529,2.774140094244e-23,NPDC1,down
SEMA3F,8.74504286495565e-28,0.411300955148968,0.664,0.319,3.20147274243161e-23,SEMA3F,up
GJB3,9.17712624894148e-28,0.459983530726656,0.587,0.255,3.35965414847498e-23,GJB3,up
CNTLN,9.9371866751584e-28,0.433817135727398,0.596,0.25,3.63790466990874e-23,CNTLN,up
UBE2C,9.95432477757419e-28,0.64996929432679,0.349,0.079,3.64417875782213e-23,UBE2C,up
RPA2,1.02471359108905e-27,0.504135665720715,0.63,0.324,3.7513739856179e-23,RPA2,up
GLTP,1.17793856787769e-27,0.580326914060607,0.838,0.561,4.31231530314344e-23,GLTP,up
ETS2,1.21087803960219e-27,0.725640983018967,0.881,0.632,4.43290341517968e-23,ETS2,up
NHSL1,1.34053714231216e-27,0.662520281016345,0.702,0.388,4.90757242429057e-23,NHSL1,up
WASF2,1.4345022578346e-27,0.586291827889382,0.881,0.742,5.25156931570668e-23,WASF2,up
SLC39A8,1.48535582513524e-27,-1.00143296207508,0.255,0.586,5.4377391402376e-23,SLC39A8,down
RAD21,1.51501700512873e-27,0.655030243145666,0.851,0.662,5.54632575407577e-23,RAD21,up
MBOAT2,1.5682149664818e-27,0.98141730170408,0.566,0.263,5.74107817079321e-23,MBOAT2,up
SLC9A3R2,1.58161735954874e-27,-0.76232644982064,0.298,0.647,5.79014299157199e-23,SLC9A3R2,down
DDX11,1.63657689081886e-27,0.368901666964172,0.511,0.182,5.99134433959875e-23,DDX11,up
B3GNT5,1.67455001900329e-27,0.631347380916179,0.728,0.404,6.13036016456913e-23,B3GNT5,up
CDCA7,1.90464533130997e-27,0.509395495328153,0.579,0.237,6.97271609339267e-23,CDCA7,up
LRRCC1,2.16616702432858e-27,0.394787092204517,0.532,0.208,7.93012085936449e-23,LRRCC1,up
THOC2,2.31567911463331e-27,0.663853683652149,0.813,0.608,8.47746967076107e-23,THOC2,up
C2orf88,2.72552378782197e-27,-0.860100585198205,0.123,0.494,9.97787003483744e-23,C2orf88,down
CGAS,3.06174812681764e-27,0.355671937124512,0.468,0.166,1.12087537174667e-22,CGAS,up
TMX4,3.15653331937627e-27,-0.884717008270857,0.549,0.764,1.15557528289046e-22,TMX4,down
GLIS3,3.81644906926791e-27,-0.798983795457034,0.447,0.736,1.39716383976829e-22,GLIS3,down
FAT2,3.85964625780962e-27,0.391607095020806,0.677,0.311,1.41297789852152e-22,FAT2,up
STIL,4.19590113027073e-27,0.509536795364385,0.421,0.129,1.53607744478081e-22,STIL,up
GPRC5C,4.82771417168477e-27,-0.736818227444762,0.506,0.733,1.76737788111208e-22,GPRC5C,down
TMED10,6.3538196944459e-27,-0.668797569829705,0.749,0.895,2.3260698519397e-22,TMED10,down
DEPTOR,6.7690728653328e-27,-0.581350893928362,0.14,0.519,2.47808988526968e-22,DEPTOR,down
HNMT,7.18487501700724e-27,-0.524039641067458,0.098,0.476,2.63031089497618e-22,HNMT,down
KRT16,7.95846371623026e-27,1.1404512147836,0.574,0.233,2.91351398187474e-22,KRT16,up
TP63,8.48185382059149e-27,0.486686003670509,0.715,0.3,3.10512186518034e-22,TP63,up
SNHG29,9.84460098445283e-27,-0.738923482016707,0.881,0.944,3.60400997439834e-22,SNHG29,down
AOC1,1.0147936917373e-26,-0.507581589025378,0.017,0.384,3.71505822608106e-22,AOC1,down
CLDN4,1.03353073671034e-26,1.45913067784673,0.953,0.857,3.78365267402287e-22,CLDN4,up
DIAPH3,1.25019188939781e-26,0.333894508158554,0.366,0.091,4.57682748789645e-22,DIAPH3,up
FAM83B,1.44342667285713e-26,0.432042752904177,0.6,0.262,5.28424070666266e-22,FAM83B,up
C15orf41,1.61594147150082e-26,0.473306166226757,0.596,0.253,5.91580013301734e-22,C15orf41,up
SPRY1,2.15834987662326e-26,-0.740566942694478,0.251,0.592,7.90150306333008e-22,SPRY1,down
NT5E,2.20519462681172e-26,-0.583588510201018,0.043,0.411,8.07299700929502e-22,NT5E,down
HMGA1,2.21889393553446e-26,0.691482569002552,0.813,0.617,8.12314880859811e-22,HMGA1,up
ZNF750,2.2201154881099e-26,0.728508587844391,0.617,0.3,8.12762079042153e-22,ZNF750,up
HLA-DPB1,2.74847270258144e-26,-0.487699979732248,0.264,0.615,1.00618837168804e-21,HLA-DPB1,down
ZWILCH,2.76503856208396e-26,0.287363069239795,0.413,0.129,1.01225296719332e-21,ZWILCH,up
HGD,2.80377068521323e-26,-0.431731085696778,0.026,0.386,1.02643241014971e-21,HGD,down
EFHD2,2.88772997274551e-26,0.70481754628902,0.813,0.63,1.05716906572241e-21,EFHD2,up
MGA,3.35884164684538e-26,0.539635720220793,0.698,0.383,1.22963833849363e-21,MGA,up
RBPMS,3.46044631193374e-26,-0.706385563726815,0.477,0.746,1.26683479033582e-21,RBPMS,down
RABAC1,5.21711147812982e-26,-0.789256056378039,0.511,0.773,1.90993234102854e-21,RABAC1,down
ECM1,5.32623653777541e-26,0.75684247531734,0.294,0.061,1.9498819341142e-21,ECM1,up
ENSA,5.90267262154068e-26,0.589078145025332,0.889,0.778,2.16090942001983e-21,ENSA,up
NONO,6.02865709495132e-26,0.605893544297285,0.855,0.75,2.20703107589073e-21,NONO,up
DNALI1,6.05173929603953e-26,-0.495476986384671,0.021,0.381,2.21548123888711e-21,DNALI1,down
KIF20B,7.02756179355191e-26,0.408706901487,0.46,0.156,2.57272009700142e-21,KIF20B,up
CCL28,7.5935221123339e-26,-0.794686038171362,0.145,0.5,2.77991251010432e-21,CCL28,down
HMGB1,8.00108530426837e-26,0.556254134180427,0.962,0.979,2.92911731903961e-21,HMGB1,up
DSC2,8.43243180184775e-26,0.59978724299536,0.732,0.432,3.08702895833844e-21,DSC2,up
GSTP1,1.02182614057959e-25,0.600066680764213,0.974,0.982,3.74080331804783e-21,GSTP1,up
DIRAS2,1.09986269815395e-25,-0.604032241573119,0.004,0.353,4.0264873516718e-21,DIRAS2,down
P2RY1,1.13230936087746e-25,0.279336628364872,0.421,0.127,4.1452713392363e-21,P2RY1,up
KIF12,1.32508829033765e-25,-0.468084121330538,0.017,0.372,4.85101572209712e-21,KIF12,down
PODXL,1.36570819867877e-25,-0.597204184627848,0.136,0.488,4.99972114454311e-21,PODXL,down
SCGB3A1,1.39113887263881e-25,-3.6660262787267,0.051,0.411,5.09282029884341e-21,SCGB3A1,down
CELF2,1.66838220929514e-25,-0.483468107111346,0.064,0.427,6.10778043000859e-21,CELF2,down
DNMT1,1.67692058942617e-25,0.606553051925894,0.732,0.494,6.13903858583027e-21,DNMT1,up
SLC15A3,1.79577740217596e-25,0.264813726627372,0.387,0.115,6.57416149162597e-21,SLC15A3,up
CCNE1,1.80875543677371e-25,0.250909809196116,0.315,0.074,6.62167277848486e-21,CCNE1,up
LCN2,2.49486766236716e-25,-2.13857718082884,0.715,0.801,9.13346102515994e-21,LCN2,down
KIF4A,2.60637975289794e-25,0.392088795494964,0.332,0.083,9.54169563738407e-21,KIF4A,up
SOD2,2.623217733938e-25,-1.27361103898596,0.864,0.92,9.60333780217364e-21,SOD2,down
RSRC1,3.03470773272753e-25,0.640996145908399,0.783,0.536,1.11097615387422e-20,RSRC1,up
ALDH3A1,3.27053844350812e-25,0.604267597513989,0.57,0.255,1.19731141878389e-20,ALDH3A1,up
H19,3.92409514811846e-25,1.49730943125256,0.268,0.056,1.43657199277469e-20,H19,up
HNRNPF,4.43316573350037e-25,0.572842566044008,0.898,0.817,1.62293764337715e-20,HNRNPF,up
DPYSL3,5.33094830336943e-25,0.264319026037984,0.217,0.032,1.95160686438052e-20,DPYSL3,up
NSD2,5.74952127163978e-25,0.51221783684741,0.732,0.435,2.10484224233461e-20,NSD2,up
CITED4,7.24381424853926e-25,-0.676611656385328,0.447,0.739,2.65188795824774e-20,CITED4,down
ANXA8,7.25307307532108e-25,0.287726376204198,0.532,0.189,2.65527752214429e-20,ANXA8,up
TNFSF13,7.68438997482401e-25,-0.489814740794262,0.174,0.531,2.81317832588332e-20,TNFSF13,down
NDC80,7.70122658409749e-25,0.257459799211499,0.298,0.064,2.81934204017225e-20,NDC80,up
PGM2,8.08704668332658e-25,0.371973443497497,0.596,0.285,2.96058692029903e-20,PGM2,up
CSRP2,9.24784374431695e-25,0.560601816670362,0.719,0.397,3.38554311635699e-20,CSRP2,up
EIF1AX,9.52314842487405e-25,0.622337373115459,0.898,0.801,3.48632940686214e-20,EIF1AX,up
IFITM3,1.01697545489505e-24,-0.967825806562422,0.847,0.941,3.7230454428253e-20,IFITM3,down
PLS3,1.0620762840957e-24,1.00592311802959,0.745,0.509,3.88815506844596e-20,PLS3,up
CFI,1.14445975091982e-24,-0.562851082321007,0.289,0.609,4.18975270214238e-20,CFI,down
MGST1,1.24471348533091e-24,0.74600987458468,0.834,0.599,4.55677159844793e-20,MGST1,up
STX18,1.33599100048341e-24,-0.777212354829973,0.519,0.738,4.89092945366972e-20,STX18,down
MSLN,1.34148159623e-24,-1.36835988008135,0.4,0.649,4.91102997563839e-20,MSLN,down
CSTF2,1.49534246639279e-24,0.292079669232179,0.536,0.22,5.47429923521737e-20,CSTF2,up
PFDN5,1.71789148337644e-24,-0.520855572691109,0.919,0.957,6.28902893149282e-20,PFDN5,down
CD24,1.7328448892024e-24,-0.684732418934379,0.685,0.885,6.34377185488108e-20,CD24,down
SOX5,2.10161131253327e-24,-0.894490252207909,0.102,0.453,7.69378885405305e-20,SOX5,down
WNT2B,2.30087442098045e-24,0.325367638336526,0.489,0.189,8.42327116776732e-20,WNT2B,up
CDCA4,2.55809700028493e-24,0.345621392372026,0.519,0.208,9.36493730834308e-20,CDCA4,up
RPP25,2.56701471077554e-24,0.305424658233671,0.477,0.183,9.39758415467819e-20,RPP25,up
ENO1,2.59883566456351e-24,0.708631725294421,0.962,0.906,9.51407748440056e-20,ENO1,up
TPT1,2.93312817388669e-24,-0.520839668901708,0.996,0.997,1.07378889317818e-19,TPT1,down
WWC2,3.14730838350902e-24,-0.387192517729644,0.051,0.392,1.15219812611882e-19,WWC2,down
BNC1,3.17850201700494e-24,0.252189388716518,0.37,0.102,1.16361780340534e-19,BNC1,up
DHRS7,3.40184576631784e-24,-0.532244347017637,0.328,0.639,1.2453817165913e-19,DHRS7,down
RAPGEFL1,3.65658467558452e-24,0.310623730363606,0.511,0.205,1.33863908388474e-19,RAPGEFL1,up
EIF4EBP1,3.73163977275412e-24,0.588252258308249,0.634,0.352,1.36611600440756e-19,EIF4EBP1,up
TSPAN1,3.86193245893665e-24,-0.963855702739875,0.574,0.78,1.41381485389212e-19,TSPAN1,down
TCF19,3.99093053425158e-24,0.263444175837162,0.349,0.095,1.46103975928416e-19,TCF19,up
NEXMIF,4.11089391922094e-24,0.400438801815695,0.443,0.159,1.50495715488759e-19,NEXMIF,up
CLIC5,4.57778281664385e-24,-0.535132537493647,0.047,0.398,1.67588051134515e-19,CLIC5,down
ANP32B,4.70675738610429e-24,0.558990764937915,0.881,0.756,1.72309681147892e-19,ANP32B,up
TRERF1,4.73324114255515e-24,0.407694062697717,0.553,0.239,1.73279224987801e-19,TRERF1,up
MYC,5.99502701838688e-24,0.796010351897613,0.677,0.369,2.19471944116125e-19,MYC,up
GDA,6.04387307641082e-24,-1.1927588455451,0.098,0.445,2.21260149454324e-19,GDA,down
PARD3B,6.25489371719586e-24,-0.568545633468816,0.298,0.643,2.28985404092823e-19,PARD3B,down
C4BPA,6.46240678988489e-24,-0.757666748601984,0.026,0.368,2.36582250170896e-19,C4BPA,down
RTKN2,6.57134569779674e-24,0.465924141306165,0.477,0.189,2.40570394650641e-19,RTKN2,up
XBP1,7.00835394565942e-24,-1.28490981964437,0.804,0.848,2.56568829596646e-19,XBP1,down
GPX2,7.11577922265233e-24,0.557638861745735,0.536,0.22,2.60501561562079e-19,GPX2,up
PABPC1,8.28267000034246e-24,0.549241530446412,0.979,0.965,3.03220266042537e-19,PABPC1,up
SBSPON,1.01813831179571e-23,-0.412990562377431,0.017,0.35,3.72730254565291e-19,SBSPON,down
PRKDC,1.10436387286415e-23,0.651446685402756,0.868,0.697,4.04296570216836e-19,PRKDC,up
MT1X,1.19697020004042e-23,0.864496403101876,0.834,0.62,4.38198820532797e-19,MT1X,up
RFC5,1.1995881686148e-23,0.259618555289125,0.464,0.175,4.39157232648192e-19,RFC5,up
CEBPA,1.30812598456149e-23,0.261176917059789,0.391,0.125,4.78891841688114e-19,CEBPA,up
GCNT3,1.32625086681717e-23,-0.774492373368914,0.149,0.5,4.85527179833098e-19,GCNT3,down
NRAD1,1.33013258608239e-23,-0.50138303692486,0.021,0.356,4.86948238438901e-19,NRAD1,down
TJP1,1.4368846655587e-23,0.904356045841741,0.864,0.789,5.26029107214383e-19,TJP1,up
SAA4,1.46116339211139e-23,-0.444345350244528,0.03,0.363,5.34917306218057e-19,SAA4,down
POLE,1.66590897889685e-23,0.325477990755543,0.43,0.149,6.09872618084349e-19,POLE,up
PCP4L1,1.66748875669498e-23,0.415781210011422,0.409,0.143,6.10450958938465e-19,PCP4L1,up
MAOA,1.82670582604747e-23,0.522687870406929,0.668,0.388,6.68738735857719e-19,MAOA,up
FLRT3,1.8356108372228e-23,-0.461205806347612,0.077,0.421,6.71998771398896e-19,FLRT3,down
HLA-DQB1,1.86591798094752e-23,-0.548686836353902,0.166,0.52,6.83093913645077e-19,HLA-DQB1,down
SHANK2,1.93851658299825e-23,-0.530879070395185,0.064,0.408,7.09671535869831e-19,SHANK2,down
FMN1,1.95452100749944e-23,-0.637389174788681,0.26,0.592,7.1553059563547e-19,FMN1,down
KLF11,1.9698712942008e-23,0.309622540220897,0.455,0.168,7.21150182093971e-19,KLF11,up
CBR3,2.23301754859118e-23,0.449702313207118,0.566,0.246,8.17485394363744e-19,CBR3,up
VDAC2,2.24071773072394e-23,0.669491483883874,0.894,0.81,8.20304354040726e-19,VDAC2,up
MYO19,2.30320329862056e-23,0.408916143430459,0.634,0.319,8.43179695592001e-19,MYO19,up
LRATD1,2.55474129820911e-23,0.437336049897214,0.553,0.255,9.35265241861374e-19,LRATD1,up
S100A14,2.56872757250871e-23,0.732395629234762,0.894,0.737,9.40385477019715e-19,S100A14,up
CACYBP,2.6414821586e-23,0.515043771397586,0.834,0.679,9.67020203441874e-19,CACYBP,up
NRARP,3.13608126375758e-23,1.03958199807141,0.766,0.567,1.14808798984901e-18,NRARP,up
FEN1,3.25940559056598e-23,0.317194090087791,0.468,0.185,1.1932357926503e-18,FEN1,up
SLC7A2,3.6079764829272e-23,-0.537066085754986,0.026,0.355,1.32084411063482e-18,SLC7A2,down
SPRR3,4.81840592692323e-23,1.95188538397476,0.187,0.024,1.76397022578732e-18,SPRR3,up
STARD10,4.93586609062388e-23,-0.680105902158768,0.438,0.694,1.8069712171165e-18,STARD10,down
SMC6,5.09826378318282e-23,0.572181258495575,0.647,0.38,1.8664233883854e-18,SMC6,up
ECI2,5.71475226004688e-23,-0.41950267340036,0.145,0.482,2.09211365488056e-18,ECI2,down
NR2C2AP,5.75600555793246e-23,0.281134944756552,0.464,0.178,2.10721607470349e-18,NR2C2AP,up
CCN2,5.81350279592634e-23,-1.13138064408175,0.128,0.47,2.12826523856067e-18,CCN2,down
PRIM2,6.23777112869115e-23,0.409991994582777,0.621,0.318,2.28358563250254e-18,PRIM2,up
HLA-A,6.4821286755832e-23,0.91053369589537,0.966,0.95,2.37304248684425e-18,HLA-A,up
NECTIN4,6.48823712980028e-23,0.490882959080839,0.6,0.315,2.37527873084859e-18,NECTIN4,up
CASK,7.05998829934512e-23,0.67058072144889,0.762,0.555,2.58459111650726e-18,CASK,up
PRRC2C,7.34618895744662e-23,0.507773831408812,0.953,0.888,2.68936631543163e-18,PRRC2C,up
SLC10A3,7.59788212591508e-23,0.36572005361909,0.591,0.3,2.78150866747625e-18,SLC10A3,up
RNF168,8.75216090308176e-23,0.481354718186164,0.689,0.42,3.2040785850092e-18,RNF168,up
PSAP,8.83785173724414e-23,-0.576623037050888,0.847,0.931,3.23544914248771e-18,PSAP,down
THOC3,1.03994310807812e-22,0.513233305600143,0.838,0.591,3.80712772436319e-18,THOC3,up
CAVIN3,1.0933638986336e-22,-0.511167017598947,0.213,0.528,4.00269589650776e-18,CAVIN3,down
PGD,1.14060067182783e-22,0.667885768763248,0.813,0.621,4.17562499949451e-18,PGD,up
SLBP,1.17414954775413e-22,0.524754872847366,0.728,0.495,4.2984440793731e-18,SLBP,up
DBI,1.18537327484637e-22,0.657561766023595,0.877,0.824,4.33953302188508e-18,DBI,up
H2AFV,1.22741318745389e-22,0.632340784501675,0.86,0.755,4.49343693794994e-18,H2AFV,up
PTPRZ1,1.32483853374641e-22,0.369200736515122,0.472,0.176,4.85010138819222e-18,PTPRZ1,up
ACKR3,1.3474464885134e-22,0.526873664488255,0.396,0.13,4.93286684979872e-18,ACKR3,up
RNF150,1.40708188427872e-22,-0.424696495895501,0.026,0.346,5.15118607015597e-18,RNF150,down
LIG1,1.52554911772798e-22,0.39556110539363,0.502,0.219,5.58488276509038e-18,LIG1,up
CDK2,1.87727407931545e-22,0.284716735388038,0.464,0.18,6.87251267696594e-18,CDK2,up
UBL4A,1.97737785129699e-22,0.324960849328901,0.506,0.222,7.23898257581316e-18,UBL4A,up
RIOK3,2.00011413407003e-22,0.69422024337733,0.851,0.675,7.32221783341698e-18,RIOK3,up
PARVA,2.21088247566263e-22,-0.531461269837883,0.438,0.724,8.0938196551533e-18,PARVA,down
SHOC1,2.39284781250513e-22,0.253898447004784,0.311,0.081,8.75997655680002e-18,SHOC1,up
LY6D,2.42693270823899e-22,0.956533139012974,0.528,0.218,8.88475795159212e-18,LY6D,up
BICD2,2.54344923567967e-22,0.449194694926893,0.643,0.353,9.31131330689969e-18,BICD2,up
CDCA7L,2.69720718133096e-22,0.418440917370149,0.498,0.217,9.87420577013453e-18,CDCA7L,up
DKC1,2.71995877656216e-22,0.494261403298818,0.638,0.371,9.95749708511641e-18,DKC1,up
TNFSF10,2.79400942457402e-22,0.908555323459237,0.889,0.8,1.0228589102423e-17,TNFSF10,up
DUSP4,3.40285247208029e-22,-0.710337243684123,0.157,0.496,1.24575026150387e-17,DUSP4,down
CXCL3,3.42858031289131e-22,-1.88134426474068,0.179,0.491,1.25516896674638e-17,CXCL3,down
GLA,3.6386774658937e-22,0.562829262360152,0.655,0.364,1.33208343348902e-17,GLA,up
SF3A2,4.18868310985338e-22,0.428645332608019,0.736,0.495,1.53343499968622e-17,SF3A2,up
ZSCAN18,4.22257557506012e-22,-0.342987341562212,0.098,0.445,1.54584269227376e-17,ZSCAN18,down
SNHG14,4.34193689956472e-22,-0.543758588634798,0.277,0.598,1.58953967956165e-17,SNHG14,down
TP73,5.07029931581641e-22,0.253667960940955,0.34,0.096,1.85618587652723e-17,TP73,up
A2ML1,5.25165340753739e-22,0.590681645344392,0.285,0.068,1.92257779596536e-17,A2ML1,up
RGS16,5.51163977637003e-22,0.357301517221768,0.387,0.129,2.0177562057313e-17,RGS16,up
UBE2E2,5.64619898124054e-22,-0.546414644981177,0.289,0.61,2.06701698504235e-17,UBE2E2,down
RCC2,5.71180071605332e-22,0.423367291365429,0.689,0.417,2.09103312413996e-17,RCC2,up
GFPT1,5.73963657444365e-22,-0.629734464307507,0.528,0.74,2.10122355353808e-17,GFPT1,down
CCPG1,6.98066871729956e-22,-0.694605555061453,0.553,0.737,2.5555530107162e-17,CCPG1,down
FHIT,7.04248878217953e-22,-0.674943554668259,0.549,0.814,2.5781847182681e-17,FHIT,down
CKLF,7.14304438171831e-22,0.466654135512404,0.711,0.457,2.61499711770326e-17,CKLF,up
GOLM1,7.15575583832247e-22,-0.746670391268107,0.447,0.672,2.61965065485147e-17,GOLM1,down
TOX3,7.25002893654603e-22,-0.503126317566608,0.03,0.345,2.65416309338013e-17,TOX3,down
CST3,7.62263503525159e-22,-0.806466229940131,0.894,0.948,2.79057046005526e-17,CST3,down
FAM3B,8.11395584804996e-22,0.379943893569394,0.417,0.158,2.97043809641261e-17,FAM3B,up
PLAU,8.64186296440986e-22,0.468276422842245,0.464,0.176,3.16369961264081e-17,PLAU,up
CPD,8.99767648629684e-22,-0.728620267001226,0.553,0.748,3.29395938486841e-17,CPD,down
ESRRG,9.53753738742792e-22,-0.542202563476704,0.051,0.375,3.49159706216349e-17,ESRRG,down
ACAT2,9.77491070307186e-22,0.49610618927414,0.664,0.378,3.57849705928758e-17,ACAT2,up
RACGAP1,9.92630044073953e-22,0.293455517691543,0.404,0.138,3.63391932835033e-17,RACGAP1,up
RCAN1,1.08713892621351e-21,-1.12779035453054,0.204,0.52,3.97990689497502e-17,RCAN1,down
AC019117.2,1.09616350028193e-21,-0.533020440536566,0.068,0.395,4.01294495818214e-17,AC019117.2,down
RRBP1,1.1190860229434e-21,-0.59099726815347,0.826,0.922,4.09686202139349e-17,RRBP1,down
PAFAH1B3,1.13060704349823e-21,0.51286937658346,0.711,0.485,4.13903932554266e-17,PAFAH1B3,up
SGCD,1.15647868210204e-21,-1.11762400969813,0.187,0.527,4.23375280730735e-17,SGCD,down
CD8B,1.20317590092714e-21,-0.41789618174418,0.043,0.36,4.40470665570417e-17,CD8B,down
PTN,1.26985005361612e-21,1.02830471997793,0.421,0.177,4.64879406128325e-17,PTN,up
PARPBP,1.29911249174326e-21,0.293599455638166,0.328,0.095,4.75592092102292e-17,PARPBP,up
SDCBP,1.3004731357428e-21,-0.635250945508242,0.591,0.773,4.7609021026408e-17,SDCBP,down
NUF2,1.41860599754841e-21,0.27402842121459,0.315,0.086,5.19337469642496e-17,NUF2,up
HLA-DMA,1.52442709655435e-21,-0.76414181163917,0.494,0.702,5.58077515777581e-17,HLA-DMA,down
ZNF626,1.58225340663219e-21,-0.312525766527245,0.03,0.343,5.79247149633979e-17,ZNF626,down
BIRC3,1.66580249825956e-21,-1.00597302170687,0.221,0.524,6.09833636587842e-17,BIRC3,down
RGL3,1.73369191322756e-21,-0.363271152908958,0.026,0.335,6.34687272513476e-17,RGL3,down
COX7B,1.96006243053916e-21,0.570376288893466,0.932,0.885,7.17559255196081e-17,COX7B,up
VSIG2,2.20799861759075e-21,-0.44436094718393,0.136,0.475,8.08326213913798e-17,VSIG2,down
ASAH1,2.27756586667948e-21,-0.555479962169664,0.626,0.786,8.33794088132692e-17,ASAH1,down
SLK,2.46633410552432e-21,0.523885384425416,0.813,0.639,9.029002526914e-17,SLK,up
TRPV4,2.91409668296417e-21,0.308238970980242,0.421,0.15,1.06682165466635e-16,TRPV4,up
TEX30,2.97502360040016e-21,0.319447958507152,0.511,0.227,1.08912638987049e-16,TEX30,up
TMEM139,3.11747842664935e-21,-0.432245336945164,0.111,0.431,1.14127767721206e-16,TMEM139,down
SNRPD1,3.61109984057797e-21,0.53622299065464,0.8,0.684,1.32198754063719e-16,SNRPD1,up
STAG1,3.66538005580219e-21,0.717581763642383,0.902,0.82,1.34185898462862e-16,STAG1,up
BX284613.2,4.00789324711657e-21,0.3245988587394,0.255,0.057,1.4672496388369e-16,BX284613.2,up
AP2B1,4.03218573943142e-21,-0.444953608209275,0.217,0.549,1.47614287734845e-16,AP2B1,down
HNRNPR,4.36635804113935e-21,0.521103155497445,0.864,0.74,1.5984800152807e-16,HNRNPR,up
PAX8-AS1,4.96698280534381e-21,-0.533424053126342,0.196,0.501,1.81836273520832e-16,PAX8-AS1,down
SRSF3,5.29650635833542e-21,0.486963424357759,0.936,0.86,1.93899801272301e-16,SRSF3,up
UCA1,5.33853880207311e-21,-1.00738311315864,0.153,0.46,1.95438567005094e-16,UCA1,down
PCBD1,5.36264299853703e-21,-0.543314331239817,0.609,0.786,1.96320997533442e-16,PCBD1,down
TXN,5.59275199130817e-21,0.962153079209817,0.953,0.947,2.04745057649801e-16,TXN,up
CCNB2,5.61960523310704e-21,0.380815257489655,0.332,0.1,2.05728127978816e-16,CCNB2,up
GJB5,5.7437313534033e-21,0.251212630070019,0.468,0.183,2.10272261116741e-16,GJB5,up
PVT1,5.792274036001e-21,0.480094768305584,0.647,0.341,2.1204936018396e-16,PVT1,up
ROR2,5.86309327755279e-21,-0.344896377914719,0.072,0.388,2.1464198179793e-16,ROR2,down
S100A2,6.91900946344438e-21,0.735251351878246,0.936,0.754,2.53298017447235e-16,S100A2,up
CKAP2,6.99502457434529e-21,0.372686489194565,0.506,0.219,2.56080854642207e-16,CKAP2,up
CSGALNACT1,7.17861786698069e-21,-0.773311242222144,0.132,0.445,2.62802021492296e-16,CSGALNACT1,down
EPCAM,7.95958427721501e-21,-0.731823823432511,0.796,0.845,2.91392420804564e-16,EPCAM,down
CDKN2B,8.49944577409825e-21,0.600477558666838,0.638,0.342,3.11156210343963e-16,CDKN2B,up
PDE8B,8.81699800166453e-21,-0.458322363399086,0.034,0.338,3.22781479842937e-16,PDE8B,down
RFWD3,1.05561103789255e-20,0.2807133522325,0.477,0.193,3.86448644862085e-16,RFWD3,up
MTHFD1,1.07983812843928e-20,0.429854005266505,0.626,0.347,3.95317940440338e-16,MTHFD1,up
