,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,group
CKLF,8.74943011721117e-15,0.320519053598373,0.732,0.5,3.20307887160984e-10,CKLF,up
HNRNPA3,8.81612292409133e-15,0.345709568163598,0.957,0.918,3.2274944412806e-10,HNRNPA3,up
CELF2,8.98785709887008e-15,-0.349029727686231,0.03,0.259,3.29036460532535e-10,CELF2,down
ACAT2,9.2516802699922e-15,0.297173017467118,0.66,0.414,3.38694763004145e-10,ACAT2,up
PRRG4,9.38640528805509e-15,0.337143269407694,0.851,0.696,3.43626911190409e-10,PRRG4,up
EGR2,9.57694701971572e-15,0.445321919301255,0.426,0.197,3.50602453444773e-10,EGR2,up
PPP4R1,9.89495276680851e-15,0.436515032000927,0.83,0.667,3.62244325840093e-10,PPP4R1,up
PDE4D,1.03304456468758e-14,-0.774125768210358,0.609,0.803,3.78187284686476e-10,PDE4D,down
CXCL14,1.07412470695852e-14,-3.03568399678393,0.243,0.459,3.93226313970446e-10,CXCL14,down
MAOB,1.15301996454444e-14,-0.288782492583958,0.026,0.254,4.22109078820075e-10,MAOB,down
MUC5AC,1.18665730020072e-14,-1.49881150498367,0.026,0.254,4.34423371030482e-10,MUC5AC,down
ID3,1.19581112269683e-14,0.595959610171872,0.826,0.617,4.37774493908084e-10,ID3,up
HGD,1.23150194012672e-14,-0.31052628236108,0.013,0.235,4.5084054526099e-10,HGD,down
LRIF1,1.33871136326361e-14,0.274110678249665,0.57,0.311,4.90088842977174e-10,LRIF1,up
CERNA2,1.39348820573107e-14,-0.762232731560826,0.209,0.455,5.10142097236089e-10,CERNA2,down
SLIT2,1.39617404608786e-14,-0.768806739842986,0.153,0.387,5.11125356532304e-10,SLIT2,down
FEN1,1.41627225039861e-14,0.275209235192346,0.562,0.288,5.18483108148428e-10,FEN1,up
CMTM6,1.4194393031024e-14,-0.50824021430022,0.587,0.685,5.19642534472759e-10,CMTM6,down
NME2,1.52001041746701e-14,-0.520989917370159,0.94,0.924,5.56460613730497e-10,NME2,down
SMS,1.52569414303043e-14,0.35371254808913,0.847,0.675,5.58541368822009e-10,SMS,up
CTNNAL1,1.55041588911572e-14,-0.500330342686764,0.204,0.484,5.67591752846375e-10,CTNNAL1,down
PPP1CA,1.55179993585785e-14,0.353625907738742,0.881,0.734,5.68098438518199e-10,PPP1CA,up
RHEB,1.68369681005239e-14,0.347178578590763,0.889,0.737,6.1638456519208e-10,RHEB,up
HIST1H2BJ,1.68577807296425e-14,0.311105071032863,0.46,0.23,6.17146494731482e-10,HIST1H2BJ,up
STAP2,1.75175809859391e-14,0.309424570819391,0.753,0.534,6.41301122314244e-10,STAP2,up
LRP1B,1.84963245859586e-14,-0.698151111152304,0.03,0.258,6.77131946767358e-10,LRP1B,down
CAPG,1.98209468967856e-14,0.419390048125617,0.872,0.727,7.25625044944424e-10,CAPG,up
PCBD1,2.01844791551826e-14,-0.501853872501874,0.689,0.759,7.38933597392081e-10,PCBD1,down
NUCB2,2.02133284469571e-14,-0.928678928184471,0.579,0.692,7.39989741114652e-10,NUCB2,down
ABI3BP,2.23433629304595e-14,-0.688861703084684,0.03,0.256,8.17968173521192e-10,ABI3BP,down
RHOV,2.30126278162465e-14,0.386019287091163,0.668,0.387,8.42469291724966e-10,RHOV,up
SLC25A44,2.30869267143796e-14,0.261463217920234,0.489,0.245,8.45189300086723e-10,SLC25A44,up
SSR4,2.33956308814483e-14,-0.820367892521114,0.915,0.89,8.56490650938942e-10,SSR4,down
MSH6,2.38560295163167e-14,0.349365571978293,0.63,0.407,8.73345384562836e-10,MSH6,up
ANXA5,2.41490120947151e-14,-0.5989896348047,0.834,0.853,8.84071183775426e-10,ANXA5,down
LINC01133,2.42784032386937e-14,0.250779373777474,0.549,0.272,8.88808064165338e-10,LINC01133,up
SH3GL1,2.51286963607368e-14,0.289343092933625,0.723,0.481,9.19936445070213e-10,SH3GL1,up
TYMS,2.53332974180651e-14,0.371039645987733,0.528,0.266,9.27426685177945e-10,TYMS,up
FGFR2,2.62664311800519e-14,-0.637457752843643,0.426,0.637,9.61587779070521e-10,FGFR2,down
TAGLN2,2.74218359199174e-14,0.454244614317562,0.949,0.871,1.00388599119225e-09,TAGLN2,up
PLEKHA7,2.8622815101403e-14,0.332514042924518,0.749,0.513,1.04785263804726e-09,PLEKHA7,up
MUC20,2.8768087073876e-14,0.953460311546666,0.566,0.309,1.05317089968753e-09,MUC20,up
GLIS3,2.91650097872238e-14,-0.912601157933257,0.2,0.42,1.06770184330048e-09,GLIS3,down
VAPA,2.9493833399642e-14,0.335571813046405,0.953,0.872,1.07973974692749e-09,VAPA,up
NECTIN1,2.97717838962865e-14,0.264813265054331,0.74,0.477,1.08991523665915e-09,NECTIN1,up
CEP55,3.06544353633285e-14,0.322124183507098,0.426,0.183,1.12222822421609e-09,CEP55,up
EIF4G2,3.35973611160039e-14,0.305280480556247,0.979,0.92,1.22996579309579e-09,EIF4G2,up
MT-ND1,3.39298484317048e-14,-0.49815768148247,0.974,0.968,1.24213782123628e-09,MT-ND1,down
BASP1,3.42373741891555e-14,-0.387321877120072,0.157,0.417,1.25339603169079e-09,BASP1,down
SERPINE1,3.48723101428104e-14,0.471919895208318,0.404,0.182,1.27664040201815e-09,SERPINE1,up
CMC2,3.60358768774139e-14,0.347171792519979,0.745,0.545,1.31923741660525e-09,CMC2,up
HS3ST1,3.75087492736948e-14,0.428227594434338,0.477,0.235,1.37315780216069e-09,HS3ST1,up
MAPK6,3.99758990855972e-14,0.311525552459345,0.847,0.606,1.46347768962463e-09,MAPK6,up
SHANK2,4.12514961528012e-14,-0.46600603132377,0.106,0.352,1.5101760226579e-09,SHANK2,down
DLEU1,4.62726539823046e-14,0.438044325632221,0.591,0.369,1.69399558963819e-09,DLEU1,up
PDZRN3,4.6581767009805e-14,-0.346415394280353,0.013,0.225,1.70531190846195e-09,PDZRN3,down
PTPN4,4.77289688796754e-14,-0.480043076814335,0.328,0.535,1.74730982171604e-09,PTPN4,down
TNFSF10,4.92349314871921e-14,0.626426719533725,0.885,0.743,1.80244160681462e-09,TNFSF10,up
SQSTM1,5.21701268156159e-14,0.453605650460985,0.991,0.917,1.90989617259288e-09,SQSTM1,up
EIF4EBP1,5.75843380666083e-14,0.346804838500688,0.668,0.437,2.10810503228046e-09,EIF4EBP1,up
FAM49B,5.83690316012799e-14,0.321500150148449,0.809,0.589,2.13683187789125e-09,FAM49B,up
TMEM108,6.01418673417551e-14,-0.271896927532629,0.009,0.218,2.20173362151431e-09,TMEM108,down
MGME1,6.16681082468839e-14,0.281349634981903,0.587,0.354,2.25760777481017e-09,MGME1,up
VAMP5,6.26427396932417e-14,0.368686773264089,0.485,0.246,2.29328805742988e-09,VAMP5,up
H2AFX,6.29980443097023e-14,0.472654181591184,0.774,0.548,2.30629540413389e-09,H2AFX,up
SMC1A,6.40257817541399e-14,0.391800433149452,0.821,0.654,2.34391984423731e-09,SMC1A,up
PTGER2,6.54971711238732e-14,-0.267265195804904,0.013,0.225,2.39778593767388e-09,PTGER2,down
H3F3B,6.60821777677596e-14,0.352199531924523,0.996,0.987,2.41920244589991e-09,H3F3B,up
METRNL,7.004631662023e-14,0.425265329980503,0.617,0.366,2.56432560515e-09,METRNL,up
ZNF207,7.07075496592733e-14,0.290024838809859,0.898,0.771,2.58853268547634e-09,ZNF207,up
RPA3,7.24241462291498e-14,0.311605654660474,0.813,0.566,2.65137556930294e-09,RPA3,up
DEGS1,7.28618100054885e-14,-0.656481254093922,0.464,0.616,2.66739800249093e-09,DEGS1,down
NPR3,8.52194566595406e-14,-0.267538223263981,0.009,0.216,3.11979908884912e-09,NPR3,down
NME5,8.63843665323719e-14,-0.299331650439166,0.009,0.216,3.1624452743836e-09,NME5,down
WDPCP,9.04611710620686e-14,0.282201098932049,0.698,0.426,3.31169301141127e-09,WDPCP,up
UBALD2,9.40178263728808e-14,0.384700853662281,0.796,0.576,3.44189860568479e-09,UBALD2,up
PALMD,9.64452158738276e-14,-0.35845902637631,0.285,0.549,3.53076290792496e-09,PALMD,down
CSTB,9.70735101871652e-14,0.680775550323331,0.996,0.952,3.55376413444193e-09,CSTB,up
DDX5,1.05889876014479e-13,0.412084877666585,0.966,0.959,3.87652247101405e-09,DDX5,up
RALGDS,1.07518847816101e-13,0.260984068305916,0.77,0.543,3.93615749969963e-09,RALGDS,up
ITGA2,1.08361411130374e-13,0.489949821868847,0.813,0.593,3.96700290007186e-09,ITGA2,up
MARCKS,1.08709508143541e-13,0.377475094093045,0.894,0.718,3.97974638362691e-09,MARCKS,up
TMEM265,1.09629612838757e-13,0.361160930580228,0.553,0.309,4.01343049641405e-09,TMEM265,up
EXOC6B,1.13513187903284e-13,0.343293279092325,0.885,0.657,4.15560429595134e-09,EXOC6B,up
FKBP11,1.16671497428935e-13,-0.466499096682172,0.289,0.494,4.27122684937587e-09,FKBP11,down
RNF150,1.19460261560499e-13,-0.320861976768297,0.021,0.236,4.3733207154683e-09,RNF150,down
EIF3A,1.20421441517249e-13,0.382409953591413,0.936,0.858,4.40850855250497e-09,EIF3A,up
MARCH3,1.29089656952996e-13,0.253215814507031,0.357,0.148,4.72584325139222e-09,MARCH3,up
TP53BP2,1.30829257484032e-13,0.366582725981764,0.672,0.447,4.78952828723292e-09,TP53BP2,up
SDC4,1.36501205357357e-13,0.330331358711504,0.86,0.654,4.99717262692747e-09,SDC4,up
NPDC1,1.44659179417895e-13,-0.419136152603726,0.183,0.418,5.2958278993097e-09,NPDC1,down
A2ML1,1.47731053697133e-13,0.290689701622517,0.315,0.116,5.40828614479833e-09,A2ML1,up
FOXQ1,1.48182306203607e-13,0.748147315705161,0.796,0.643,5.42480604780784e-09,FOXQ1,up
ZBTB43,1.50009422970068e-13,0.303543367005713,0.655,0.431,5.49169496551123e-09,ZBTB43,up
HOOK1,1.51166431291314e-13,0.316459560018521,0.698,0.465,5.5340518831437e-09,HOOK1,up
SMAD3,1.52588258584783e-13,0.302872622128692,0.762,0.539,5.58610355853033e-09,SMAD3,up
BCL10,1.53334060756664e-13,0.278626292171649,0.77,0.538,5.61340663024071e-09,BCL10,up
MIR100HG,1.55382495109377e-13,-0.339057247463772,0.017,0.228,5.68839776345917e-09,MIR100HG,down
ABHD2,1.58662846990942e-13,0.378463968634223,0.711,0.489,5.80848816549138e-09,ABHD2,up
CSRNP1,1.61562406755137e-13,0.333124361303944,0.749,0.498,5.91463814889882e-09,CSRNP1,up
KRAS,1.68667804098651e-13,0.318535463047992,0.851,0.63,6.17475964024751e-09,KRAS,up
F3,1.70199658105075e-13,0.778116545203077,0.6,0.379,6.23083928356869e-09,F3,up
NBEA,1.71556468808671e-13,-0.330719470899154,0.013,0.218,6.28051076661663e-09,NBEA,down
HMGN2,1.76164637470357e-13,0.459464183724588,0.945,0.89,6.44921121315229e-09,HMGN2,up
ITPR2,1.77883119970941e-13,-0.585954020056811,0.536,0.677,6.51212313901617e-09,ITPR2,down
SSR3,1.78942083617471e-13,-0.496257954771669,0.749,0.785,6.55089073915199e-09,SSR3,down
PNPLA8,1.83416395536256e-13,0.299534792488416,0.728,0.499,6.71469082418678e-09,PNPLA8,up
PRAC1,1.83903985533604e-13,-0.338934104350284,0.009,0.211,6.73254100639972e-09,PRAC1,down
DNAH14,1.83917668877126e-13,-0.30609711833273,0.081,0.311,6.73304193992271e-09,DNAH14,down
RRM1,1.85087758617954e-13,0.310723754813618,0.74,0.468,6.77587775524467e-09,RRM1,up
AP2B1,1.85445267992853e-13,-0.36566449959593,0.289,0.529,6.78896581595037e-09,AP2B1,down
HNRNPA0,1.88048367558592e-13,0.331907451590505,0.923,0.795,6.8842626879525e-09,HNRNPA0,up
TOP1,1.90409743864452e-13,0.343536678391488,0.949,0.83,6.97071031313373e-09,TOP1,up
TUFT1,2.00120409368368e-13,0.310047499758989,0.54,0.305,7.32620806656659e-09,TUFT1,up
RPS6KA5,2.20444565020718e-13,0.343248232552103,0.732,0.488,8.07025508084345e-09,RPS6KA5,up
MPP7,2.20995604641675e-13,0.29829603441874,0.728,0.507,8.09042809032708e-09,MPP7,up
RAB3IP,2.29358381569748e-13,0.276806979946731,0.638,0.399,8.39658099088692e-09,RAB3IP,up
ECT2,2.43556444773978e-13,0.411432915813381,0.655,0.421,8.91635788673055e-09,ECT2,up
MT-CO1,2.6518212226305e-13,-0.467889073609441,0.974,0.978,9.708052313928e-09,MT-CO1,down
NRCAM,2.74520735028788e-13,-0.391280703819178,0.055,0.281,1.00499295886689e-08,NRCAM,down
GPCPD1,2.80378962001657e-13,0.442994589206288,0.774,0.55,1.02643934199187e-08,GPCPD1,up
RAB4B,2.84381124628315e-13,0.417463413541369,0.596,0.371,1.0410908591518e-08,RAB4B,up
SELENOK,2.8854088950059e-13,0.366164817431374,0.885,0.711,1.05631934237271e-08,SELENOK,up
KIF22,2.91461705033259e-13,0.358351972028906,0.706,0.472,1.06701215595626e-08,KIF22,up
LINC01320,2.93359497379505e-13,-0.542363956752432,0.064,0.282,1.07395978395663e-08,LINC01320,down
CLINT1,3.13723861602121e-13,0.460611954656487,0.911,0.784,1.1485116849392e-08,CLINT1,up
FGF14,3.28826946750616e-13,-0.689868879687778,0.021,0.227,1.20380256935933e-08,FGF14,down
EIF6,3.3629914524133e-13,0.351478233529591,0.86,0.731,1.23115754081399e-08,EIF6,up
SLC1A4,3.40334551187402e-13,-0.345740579066759,0.119,0.352,1.24593075844196e-08,SLC1A4,down
RAB27B,3.58811920425451e-13,0.301608671877383,0.647,0.39,1.31357455948553e-08,RAB27B,up
RASSF5,3.63825372811669e-13,0.260647391288842,0.523,0.272,1.33192830732624e-08,RASSF5,up
DNTTIP2,3.6736104732613e-13,0.308823361963649,0.757,0.561,1.34487205815623e-08,DNTTIP2,up
POLR2L,3.93845854238147e-13,-0.451306833725384,0.906,0.896,1.44183028778043e-08,POLR2L,down
CHIC2,4.17093431809799e-13,0.266607322840237,0.698,0.461,1.52693734451249e-08,CHIC2,up
MYRIP,4.2037194522917e-13,-0.415523062304039,0.03,0.237,1.53893965428947e-08,MYRIP,down
RSRC1,4.33829839043053e-13,0.257158243147702,0.753,0.515,1.58820765775271e-08,RSRC1,up
TPR,4.34713255311814e-13,0.318360390964112,0.945,0.784,1.59144175637102e-08,TPR,up
JUND,4.62784881224088e-13,0.378958479318382,0.983,0.937,1.69420917167326e-08,JUND,up
IGFBP7,4.92067520511977e-13,-1.7524619286659,0.187,0.413,1.8014099858423e-08,IGFBP7,down
NRAD1,4.96804815038197e-13,-0.360775767702631,0.021,0.224,1.81875274737333e-08,NRAD1,down
HP1BP3,5.19611247273517e-13,0.35296617702432,0.932,0.858,1.90224481514362e-08,HP1BP3,up
DNAJA1,5.24585034857684e-13,0.381318314703728,0.974,0.931,1.9204533541105e-08,DNAJA1,up
SAA2,5.38290716386718e-13,-2.206489317602,0.204,0.412,1.97062848362014e-08,SAA2,down
CLSPN,5.55987400080091e-13,0.274421625653579,0.447,0.211,2.03541427295321e-08,CLSPN,up
CES1,5.67448897164667e-13,-0.257745788601278,0.004,0.198,2.07737366763013e-08,CES1,down
CRK,5.72209976763195e-13,0.251935901313799,0.77,0.539,2.09480350393238e-08,CRK,up
CCNB1,5.90258168808213e-13,0.434161783684904,0.549,0.295,2.16087613018999e-08,CCNB1,up
CHTOP,6.27908382174604e-13,0.305036570216685,0.753,0.52,2.29870979630301e-08,CHTOP,up
ACTL6A,6.35229240985382e-13,0.28899303624613,0.719,0.493,2.32551072832338e-08,ACTL6A,up
UPP1,6.41660252371064e-13,0.429982784183773,0.528,0.312,2.34905401790523e-08,UPP1,up
EIF4A3,6.44436604187105e-13,0.413710335116323,0.894,0.748,2.35921796426857e-08,EIF4A3,up
USP6NL,6.53430119340985e-13,0.396017007629885,0.702,0.469,2.39214232389541e-08,USP6NL,up
CDKN1C,6.84278196442753e-13,0.322838351130848,0.791,0.545,2.50507404935728e-08,CDKN1C,up
PPP1R12A,7.10850822349877e-13,0.261967083738139,0.851,0.676,2.60235377554067e-08,PPP1R12A,up
KIF20B,7.41407378624553e-13,0.29053482059968,0.545,0.288,2.71421827240663e-08,KIF20B,up
KIAA1522,7.53242882941392e-13,0.262786953860251,0.821,0.627,2.75754687016014e-08,KIAA1522,up
PRKAR2B,7.55495003278691e-13,-0.259919399196031,0.026,0.23,2.76579165750296e-08,PRKAR2B,down
DIAPH1,7.74865637464632e-13,0.304526136263447,0.847,0.687,2.83670561219427e-08,DIAPH1,up
CDC20,7.78408982478795e-13,0.628178635307657,0.489,0.248,2.84967744395662e-08,CDC20,up
RABAC1,7.78699103907635e-13,-0.458444256294918,0.681,0.756,2.85073954949546e-08,RABAC1,down
CAST,8.21119081750308e-13,0.388299757273129,0.983,0.945,3.0060348463797e-08,CAST,up
CKS1B,8.25069567553564e-13,0.360757882792209,0.745,0.501,3.02049717985684e-08,CKS1B,up
SLC38A1,8.33244614310646e-13,0.360788580754735,0.766,0.574,3.05042520852984e-08,SLC38A1,up
DBI,9.41528241623259e-13,0.470004459422479,0.911,0.819,3.44684073975859e-08,DBI,up
MCM3,9.43219466532762e-13,0.366378450527425,0.651,0.418,3.45303214502979e-08,MCM3,up
SLFN13,9.63312464093997e-13,0.368948003526721,0.553,0.338,3.52659059980171e-08,SLFN13,up
ASPM,1.02594613016699e-12,0.460810646564114,0.443,0.211,3.75588618792835e-08,ASPM,up
GNG5,1.04139947433962e-12,0.312352615025122,0.962,0.89,3.8124593356099e-08,GNG5,up
DHRS7,1.06984084187699e-12,-0.374620003503971,0.485,0.649,3.91658033802747e-08,DHRS7,down
CTTNBP2NL,1.07678996202134e-12,0.267900707938941,0.749,0.502,3.94202037196393e-08,CTTNBP2NL,up
NSMCE2,1.12441428100512e-12,0.376462730828834,0.787,0.609,4.11636824133165e-08,NSMCE2,up
BGN,1.12853680743049e-12,-0.839827502597076,0.077,0.286,4.13146039832228e-08,BGN,down
DUSP1,1.1310730850774e-12,0.651857855617887,0.974,0.923,4.14074545715986e-08,DUSP1,up
HNRNPK,1.13227177212262e-12,0.286818707851568,0.97,0.921,4.14513373056369e-08,HNRNPK,up
DAAM1,1.16255330638469e-12,0.291473379523629,0.843,0.643,4.2559913993437e-08,DAAM1,up
SPON1,1.17345501473514e-12,-0.486650169117358,0.038,0.246,4.29590146344388e-08,SPON1,down
HP,1.21793964325595e-12,-1.26913514979853,0.004,0.194,4.45875523999569e-08,HP,down
BMP7,1.25821897678884e-12,0.258556271487584,0.681,0.412,4.60621385212627e-08,BMP7,up
MT-ND2,1.28004760924228e-12,-0.481934041228914,0.97,0.965,4.68612629267504e-08,MT-ND2,down
C6orf132,1.28274413404041e-12,0.343513647278553,0.719,0.499,4.69599800030855e-08,C6orf132,up
TPM4,1.29124030450598e-12,0.456969727068048,0.979,0.897,4.72710163076594e-08,TPM4,up
CYCS,1.3130941651683e-12,0.385405083048049,0.889,0.792,4.80710642926462e-08,CYCS,up
SF3A2,1.39181421329943e-12,0.262687236174504,0.787,0.554,5.09529265346787e-08,SF3A2,up
MACC1,1.41259085500249e-12,0.646944809923189,0.698,0.492,5.1713538610786e-08,MACC1,up
TROAP,1.45900964144465e-12,0.274454798753153,0.362,0.155,5.34128839636473e-08,TROAP,up
SDF2L1,1.46645839758712e-12,-0.607480945525165,0.464,0.597,5.3685575477267e-08,SDF2L1,down
S100A16,1.49324272028678e-12,0.45791638262515,0.936,0.818,5.46661227469786e-08,S100A16,up
SCAPER,1.50780820188334e-12,0.388020388206999,0.783,0.587,5.51993504627474e-08,SCAPER,up
SARAF,1.54577898211202e-12,-0.461819240818923,0.877,0.864,5.65894227561391e-08,SARAF,down
FAM189A2,1.5612631079926e-12,-0.40820463828742,0.085,0.308,5.7156281120501e-08,FAM189A2,down
GJA1,1.65306024155111e-12,-0.73382797060235,0.289,0.475,6.05168823829446e-08,GJA1,down
CLIC5,1.66319199628684e-12,-0.289175556280013,0.021,0.219,6.08877957920649e-08,CLIC5,down
CHST11,1.70138982283651e-12,-0.294810972336843,0.089,0.313,6.22861800242218e-08,CHST11,down
CNN3,1.79288238994195e-12,0.3896597024259,0.702,0.469,6.5635631413385e-08,CNN3,up
PTPRG,1.83061785229962e-12,-0.440024271799711,0.209,0.452,6.70170889548368e-08,PTPRG,down
PRRC2C,1.8381763987726e-12,0.309017250821221,0.97,0.908,6.72937997826662e-08,PRRC2C,up
PECAM1,1.87945171368226e-12,-0.319080174637655,0.021,0.217,6.88048477861939e-08,PECAM1,down
BNIP3,1.89620298457791e-12,-0.260571290043646,0.213,0.464,6.94180950624129e-08,BNIP3,down
PARD3,1.99514654673335e-12,0.275466156939837,0.957,0.847,7.30403199293612e-08,PARD3,up
SPCS1,2.09918545895129e-12,-0.377415729900457,0.889,0.867,7.68490804667477e-08,SPCS1,down
CTNNA1,2.13015490613444e-12,0.38159185885245,0.957,0.89,7.79828409586758e-08,CTNNA1,up
RPS6KB1,2.15810149087406e-12,0.254878834621205,0.694,0.45,7.90059374794084e-08,RPS6KB1,up
TUT7,2.15944279987907e-12,0.298417646847642,0.791,0.579,7.90550414607727e-08,TUT7,up
COBL,2.36320056291254e-12,0.309774329593759,0.677,0.39,8.65144094076651e-08,COBL,up
WASF2,2.45058473612872e-12,0.304286525125844,0.928,0.822,8.97134566049363e-08,WASF2,up
TMC1,2.50930711300633e-12,0.254864493492195,0.187,0.048,9.18632241000487e-08,TMC1,up
CENPP,2.58446435523749e-12,0.287731413498796,0.587,0.333,9.46146555808894e-08,CENPP,up
CYLD,2.68600986094531e-12,0.31850070521482,0.668,0.459,9.83321349993469e-08,CYLD,up
HBP1,3.11284894800063e-12,0.298478471171093,0.8,0.581,1.13958287137355e-07,HBP1,up
WWC2,3.1288109801434e-12,-0.294725361493974,0.136,0.358,1.1454264117207e-07,WWC2,down
SCLT1,3.14877633088267e-12,0.299223191358512,0.702,0.459,1.15273552697284e-07,SCLT1,up
HYDIN,3.17288663218628e-12,-0.675822384852045,0.004,0.187,1.16156206717707e-07,HYDIN,down
NR4A1,3.3020312675168e-12,0.448292076452149,0.919,0.773,1.20884062672523e-07,NR4A1,up
ACTN4,3.32573107281389e-12,0.376489035513228,0.962,0.857,1.21751688844644e-07,ACTN4,up
HOMER2,3.3371869079222e-12,-0.390222060858553,0.209,0.428,1.22171075512124e-07,HOMER2,down
DACH1,3.3539933838903e-12,-0.337183395574451,0.06,0.271,1.2278634379084e-07,DACH1,down
ATP5ME,3.38022558332512e-12,-0.453385855414526,0.919,0.872,1.23746678379949e-07,ATP5ME,down
PDE3A,3.48666686325814e-12,-0.77116178614292,0.243,0.438,1.27643387197017e-07,PDE3A,down
MTHFD2,3.54405435294817e-12,0.260138331532248,0.711,0.482,1.2974428580708e-07,MTHFD2,up
TMEM98,3.7009079624719e-12,-0.332513660467283,0.243,0.471,1.35486539598134e-07,TMEM98,down
CGNL1,3.96193494381577e-12,-0.266461113822634,0.013,0.201,1.45042476358152e-07,CGNL1,down
FRMD6,4.0809927218922e-12,0.296240464477811,0.702,0.437,1.49401062555752e-07,FRMD6,up
CKAP2,4.10719408445068e-12,0.284286514511534,0.621,0.353,1.50360268237655e-07,CKAP2,up
GPBP1,4.20662407637862e-12,0.309079576994472,0.894,0.799,1.54000300812145e-07,GPBP1,up
LARP6,4.45983024839115e-12,-0.395308171115024,0.149,0.366,1.63269925563352e-07,LARP6,down
SPRR2D,4.57317447233456e-12,0.333534947884054,0.162,0.036,1.67419344257696e-07,SPRR2D,up
TACC2,4.73766223466073e-12,0.35293539515076,0.779,0.595,1.73441076748695e-07,TACC2,up
FLRT3,4.91076880917205e-12,-0.294227603129271,0.089,0.304,1.7977833533498e-07,FLRT3,down
SRSF9,5.32834027604408e-12,0.282635113976727,0.928,0.815,1.95065209165698e-07,SRSF9,up
BRCA1,5.56347464463988e-12,0.303473334471817,0.489,0.255,2.03673243265621e-07,BRCA1,up
FBXO2,5.74336652137382e-12,-0.341697864605258,0.149,0.363,2.10258904980974e-07,FBXO2,down
B2M,6.14337487028689e-12,0.665226439412725,0.991,0.982,2.24902810626333e-07,B2M,up
NDRG2,6.15216663290406e-12,0.396440162905397,0.698,0.466,2.25224668263985e-07,NDRG2,up
C2CD4B,6.2575097331537e-12,0.252603418789999,0.481,0.242,2.29081173821024e-07,C2CD4B,up
AL079338.1,6.29233965457899e-12,-0.391186709136227,0,0.175,2.30356262414482e-07,AL079338.1,down
NFIB,6.31408256023025e-12,-0.631016436638364,0.54,0.701,2.31152248447469e-07,NFIB,down
TET2,6.9735739303745e-12,0.283962634966186,0.791,0.614,2.5529556801708e-07,TET2,up
ARG2,7.07563400117436e-12,0.278425577046795,0.732,0.506,2.59031885148992e-07,ARG2,up
MARCH5,7.27822254127088e-12,0.255947469224025,0.66,0.44,2.66448449013386e-07,MARCH5,up
STX18,7.27943086850052e-12,-0.673748351858288,0.477,0.635,2.66492684664936e-07,STX18,down
JPT1,7.37770972023188e-12,0.339080168205428,0.902,0.68,2.70090575147969e-07,JPT1,up
SEC62,7.87336632737819e-12,-0.511308855241602,0.851,0.853,2.88236067878988e-07,SEC62,down
ZNRF2,8.06170140054726e-12,0.271151866831332,0.698,0.466,2.95130826572635e-07,ZNRF2,up
ARHGEF4,8.47737168887547e-12,0.268097733789786,0.591,0.352,3.10348100158042e-07,ARHGEF4,up
DIRAS2,8.88803660018851e-12,-0.294934670148611,0.004,0.181,3.25382131896301e-07,DIRAS2,down
SPEN,9.04561562209944e-12,0.300974488178307,0.868,0.729,3.31150942309438e-07,SPEN,up
PTPRT,9.16470130305248e-12,-0.601312723100126,0.004,0.18,3.35510550003448e-07,PTPRT,down
PDGFC,9.56377730582798e-12,-0.390863992773641,0.213,0.424,3.50120323389056e-07,PDGFC,down
TRIP10,9.78831273203721e-12,0.344091083709328,0.672,0.446,3.5834034080715e-07,TRIP10,up
ADH1C,1.00034796974291e-11,0.311571171192517,0.221,0.072,3.66217388243182e-07,ADH1C,up
FMR1,1.04493004654403e-11,0.331453608536471,0.638,0.464,3.82538440739304e-07,FMR1,up
IMMP2L,1.05061868074125e-11,-0.555822894534448,0.57,0.744,3.84620992832565e-07,IMMP2L,down
MT-ATP8,1.09093897106887e-11,-0.716612605124243,0.962,0.941,3.99381847918601e-07,MT-ATP8,down
KLF2,1.097603987401e-11,0.551863740470826,0.621,0.408,4.0182184374763e-07,KLF2,up
PLCH1,1.12130100150871e-11,-0.31721526506483,0.026,0.21,4.10497083642325e-07,PLCH1,down
SLC27A6,1.13891029172552e-11,-0.289687159419954,0.021,0.205,4.16943668697796e-07,SLC27A6,down
SDR16C5,1.15177268161154e-11,0.26533412249179,0.553,0.322,4.21652461011167e-07,SDR16C5,up
TACC3,1.19723860661613e-11,0.250366866522917,0.451,0.229,4.382970814961e-07,TACC3,up
ATP13A3,1.2245306615375e-11,0.274368674292151,0.736,0.504,4.48288429882263e-07,ATP13A3,up
HIVEP2,1.24435765384651e-11,0.325415194426185,0.804,0.587,4.55546893496671e-07,HIVEP2,up
CBLB,1.25324973221155e-11,-0.527534641164802,0.387,0.567,4.58802194465325e-07,CBLB,down
PPRC1,1.26666511947124e-11,0.265981162848572,0.596,0.384,4.63713433587226e-07,PPRC1,up
TAF4B,1.31726113291487e-11,0.406970968130663,0.617,0.412,4.82236128148803e-07,TAF4B,up
SNRPA,1.34495268012476e-11,0.295477561146205,0.774,0.577,4.92373726666873e-07,SNRPA,up
ZFAND6,1.37543116012369e-11,0.281469942018471,0.813,0.635,5.03531593409683e-07,ZFAND6,up
ZNF91,1.4150993236613e-11,-0.29473369430141,0.26,0.467,5.18053711399164e-07,ZNF91,down
CD55,1.5795012064399e-11,0.463953633044448,0.923,0.79,5.78239596665582e-07,CD55,up
CILP,1.58608105834063e-11,-0.464958512931743,0.004,0.178,5.80648414647923e-07,CILP,down
