,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,group
ARPC1A,1.61615341589623e-11,0.322459640316562,0.877,0.702,5.9165760402545e-07,ARPC1A,up
MIA,1.64663025766047e-11,-0.867857898587243,0.119,0.316,6.02814871026923e-07,MIA,down
ETV3,1.74464987747617e-11,0.254980906197545,0.651,0.442,6.38698873645253e-07,ETV3,up
NXT1,1.81807884747971e-11,0.260684956071599,0.651,0.454,6.65580485273848e-07,NXT1,up
UBE2G1,1.83485034641037e-11,0.335274158303083,0.796,0.647,6.71720363317374e-07,UBE2G1,up
MT-CYB,1.84036008559929e-11,-0.426238761838016,0.974,0.971,6.73737423737044e-07,MT-CYB,down
NEK6,1.94212133349489e-11,-0.331412773027867,0.213,0.424,7.10991198979143e-07,NEK6,down
SAA1,2.0035312251782e-11,-2.81466248308875,0.443,0.553,7.33472746225486e-07,SAA1,down
CDA,2.13004754636307e-11,-0.307684598249742,0.03,0.219,7.79789106248055e-07,CDA,down
TAX1BP3,2.15011636822062e-11,0.361327165269044,0.868,0.722,7.87136101241888e-07,TAX1BP3,up
SLC66A2,2.15052053051026e-11,0.253392987153584,0.706,0.481,7.872840610145e-07,SLC66A2,up
PLA2G4A,2.16772963148368e-11,-0.268456010985237,0.102,0.31,7.9358414078986e-07,PLA2G4A,down
CYSRT1,2.25032293359265e-11,0.404182962634945,0.217,0.07,8.23820722758931e-07,CYSRT1,up
MUC5B-AS1,2.27867975041072e-11,-0.269655847247736,0,0.167,8.34201869827859e-07,MUC5B-AS1,down
DCDC2,2.29070861565862e-11,-0.396635070670464,0.013,0.189,8.38605517106464e-07,DCDC2,down
MAP3K13,2.3352754621222e-11,0.370738368800482,0.821,0.694,8.54920993928315e-07,MAP3K13,up
PKHD1L1,2.43933763586511e-11,-1.02962585031776,0.013,0.188,8.93017115113857e-07,PKHD1L1,down
TOX3,2.44235480567917e-11,-0.277786041637666,0.026,0.207,8.94121670811088e-07,TOX3,down
SEC61B,2.57243498981923e-11,-0.507156488429496,0.889,0.883,9.41742725422922e-07,SEC61B,down
VWA3A,2.58156281966946e-11,-0.500962426332543,0.013,0.188,9.45084332652791e-07,VWA3A,down
HNRNPR,2.60144817689168e-11,0.32507393324594,0.881,0.773,9.52364163078276e-07,HNRNPR,up
RASD1,2.62428062451472e-11,-1.32015595629045,0.494,0.613,9.60722893828594e-07,RASD1,down
SNHG29,2.6341981697929e-11,-0.480482477509486,0.894,0.925,9.64353607979484e-07,SNHG29,down
SLC1A5,2.70380264717851e-11,0.360124467620833,0.834,0.697,9.89835111105582e-07,SLC1A5,up
AREG,2.74959224322539e-11,0.269574044882279,0.749,0.518,1.00659822432238e-06,AREG,up
FOXA2,2.78449182114951e-11,-0.270803775722293,0.004,0.174,1.01937461080462e-06,FOXA2,down
SNHG14,2.80340383352195e-11,-0.46459766084379,0.251,0.446,1.02629810941405e-06,SNHG14,down
CD200,2.8544980353618e-11,-0.27416542807622,0.021,0.2,1.0450031857656e-06,CD200,down
MAGOH,2.88632371789751e-11,0.26243507872226,0.877,0.735,1.0566542498851e-06,MAGOH,up
RNPS1,2.96051245171186e-11,0.292539436606595,0.855,0.695,1.0838140034472e-06,RNPS1,up
NFE2L2,2.98087994387909e-11,0.370780707775725,0.945,0.844,1.0912703386547e-06,NFE2L2,up
BAG1,2.98802528166396e-11,0.284077063321094,0.936,0.772,1.09388617536436e-06,BAG1,up
HNRNPD,3.03950664899224e-11,0.298144958871915,0.949,0.851,1.11273298912957e-06,HNRNPD,up
RHPN2,3.04212015514563e-11,0.280327367617756,0.677,0.427,1.11368976759726e-06,RHPN2,up
REEP4,3.18481399605017e-11,0.258261963734422,0.583,0.35,1.16592855581401e-06,REEP4,up
DNAH7,3.19023294976414e-11,-0.576436899241209,0.026,0.209,1.16791238057915e-06,DNAH7,down
PRKN,3.3461292849135e-11,-0.313163075043113,0.106,0.309,1.22498446991398e-06,PRKN,down
TMEM147,3.45402105818999e-11,-0.353738953883408,0.596,0.677,1.26448256919277e-06,TMEM147,down
STRN,3.51442171590238e-11,0.292272554925213,0.753,0.543,1.2865946459747e-06,STRN,up
SUZ12,3.52995689632707e-11,0.260654795353078,0.77,0.574,1.29228192017638e-06,SUZ12,up
ISG20,3.55620286388718e-11,0.303294864575841,0.574,0.339,1.30189030644046e-06,ISG20,up
CCN2,3.57482860895931e-11,-1.01803576786545,0.094,0.293,1.30870900545391e-06,CCN2,down
SCEL,3.64797983409751e-11,0.52914174918937,0.302,0.128,1.33548893746476e-06,SCEL,up
KLHL29,3.66323568587279e-11,-0.305776829492605,0.153,0.37,1.34107395224117e-06,KLHL29,down
TMPRSS2,3.68512521834123e-11,0.305017438886466,0.362,0.165,1.34908749118254e-06,TMPRSS2,up
ABHD14A,3.68767362030912e-11,-0.260156895903711,0.153,0.357,1.35002043565897e-06,ABHD14A,down
TNC,3.9221335998362e-11,-1.08247893422366,0.366,0.534,1.43585388956403e-06,TNC,down
ADH7,3.92489030079042e-11,0.314063437597795,0.294,0.122,1.43686309021636e-06,ADH7,up
NDUFB2,3.98603155651737e-11,-0.389453119634019,0.838,0.853,1.45924629252544e-06,NDUFB2,down
RALY,4.01666657470855e-11,0.291266546133869,0.902,0.795,1.47046146633505e-06,RALY,up
RCAN1,4.11806344521926e-11,-0.704803538822862,0.277,0.464,1.50758184666032e-06,RCAN1,down
KRT6A,4.19947481842382e-11,-0.258790221931868,0.885,0.532,1.53738573627678e-06,KRT6A,down
NINJ1,4.23925165431991e-11,-0.311669974701956,0.366,0.556,1.55194763812998e-06,NINJ1,down
POLR1D,4.35960572879224e-11,0.300667304431774,0.885,0.764,1.59600806125355e-06,POLR1D,up
NUPR1,4.73438482530538e-11,0.447399059777202,0.766,0.641,1.73321094069605e-06,NUPR1,up
GSTA4,4.92200844585551e-11,-0.323139419518945,0.157,0.356,1.80189807194324e-06,GSTA4,down
IDO1,5.30216686316117e-11,0.395731222742403,0.277,0.11,1.94107026693467e-06,IDO1,up
TNKS2,5.38445651605648e-11,0.267533684533272,0.783,0.609,1.97119568596312e-06,TNKS2,up
THOC3,5.49700681602663e-11,0.280484757833078,0.851,0.677,2.01239922527919e-06,THOC3,up
HAT1,5.51857631578798e-11,0.253735028936103,0.711,0.506,2.02029560344682e-06,HAT1,up
STK33,5.77944533257948e-11,-0.577043615598246,0.021,0.196,2.11579714180402e-06,STK33,down
ATP6V1F,5.91598941734128e-11,0.355445678193065,0.915,0.769,2.16578456579447e-06,ATP6V1F,up
GALNT10,6.01990792668058e-11,-0.36218178402042,0.14,0.343,2.20382809287849e-06,GALNT10,down
ANKRD13A,6.16489558180374e-11,0.284915837264122,0.506,0.29,2.25690662354253e-06,ANKRD13A,up
GALNT3,6.51906698612622e-11,0.326756025118558,0.877,0.669,2.38656523295095e-06,GALNT3,up
MIS18BP1,6.59094706356399e-11,0.33491656613449,0.719,0.502,2.41287981050014e-06,MIS18BP1,up
FIS1,7.14040293963516e-11,-0.36389077711754,0.749,0.793,2.61403011217104e-06,FIS1,down
DPM3,7.36966801254267e-11,-0.422500668743142,0.557,0.663,2.69796176271175e-06,DPM3,down
MXD1,7.44725225335918e-11,0.391705673028723,0.672,0.469,2.72636457743226e-06,MXD1,up
CD82,7.47286793461608e-11,0.336719870958696,0.928,0.766,2.7357422221836e-06,CD82,up
SEC24D,7.63185413804462e-11,-0.361435309740083,0.226,0.43,2.79394548139676e-06,SEC24D,down
CSNK1A1,7.91627434080444e-11,0.276491105893147,0.945,0.893,2.8980688734251e-06,CSNK1A1,up
GSTP1,8.09039528222078e-11,0.332631166990575,0.987,0.973,2.9618128088682e-06,GSTP1,up
TPGS2,8.39140615058368e-11,0.283376448418329,0.732,0.527,3.07200987766718e-06,TPGS2,up
B4GALT5,8.81231479098395e-11,0.327060179177142,0.681,0.461,3.22610032183131e-06,B4GALT5,up
NRIP1,9.20748879613664e-11,-0.463098782411107,0.651,0.743,3.37076957337766e-06,NRIP1,down
CDC42EP4,9.26777163347067e-11,0.363724435060696,0.723,0.565,3.39283851729728e-06,CDC42EP4,up
ACSL5,9.41464051661306e-11,-0.346624541764847,0.157,0.362,3.44660574672688e-06,ACSL5,down
B9D1,9.64151444863199e-11,-0.320795438749385,0.166,0.374,3.52966202449968e-06,B9D1,down
CENPE,9.73313543711963e-11,0.304705259733648,0.421,0.205,3.56320355217513e-06,CENPE,up
GPX3,1.0017047843935e-10,-0.439895430756004,0.123,0.312,3.66714104518616e-06,GPX3,down
THUMPD3-AS1,1.14075647788059e-10,0.276329523059776,0.698,0.499,4.17619538987306e-06,THUMPD3-AS1,up
RAB10,1.2628006445577e-10,0.257062178767455,0.928,0.825,4.62298687966127e-06,RAB10,up
FYB2,1.30686089686872e-10,-0.334222352998741,0.017,0.184,4.7842870573467e-06,FYB2,down
PCBP1,1.32487235687566e-10,0.31140330122119,0.966,0.845,4.85022521128612e-06,PCBP1,up
BEX4,1.34635729605488e-10,-0.314131699821938,0.319,0.523,4.9288794251273e-06,BEX4,down
FBXL2,1.35719118442543e-10,-0.264749597782753,0.077,0.273,4.96854120706307e-06,FBXL2,down
EEA1,1.43667626877887e-10,0.336116426059647,0.838,0.681,5.25952815237256e-06,EEA1,up
CRELD2,1.54526974078408e-10,-0.356562469596917,0.345,0.519,5.65707799403643e-06,CRELD2,down
OCIAD1,1.57569206243399e-10,-0.326095661762598,0.766,0.81,5.76845107136458e-06,OCIAD1,down
CCDC12,1.67242911184941e-10,0.250172288214628,0.791,0.615,6.12259573556952e-06,CCDC12,up
CLDND1,1.71181930153125e-10,0.251253181352135,0.647,0.446,6.26679928097576e-06,CLDND1,up
SAA4,1.72100100717185e-10,-0.303749375191609,0.055,0.234,6.30041258715544e-06,SAA4,down
PNRC2,1.80899692737698e-10,0.284306754844554,0.804,0.674,6.62255685143439e-06,PNRC2,up
HSPA2,1.85919974186593e-10,0.353253843813819,0.702,0.501,6.80634433499698e-06,HSPA2,up
C8orf34,1.87233264344887e-10,-0.466962965545463,0.017,0.181,6.85442257440197e-06,C8orf34,down
SNHG12,1.88674117112926e-10,0.311100116092941,0.728,0.528,6.90717075338709e-06,SNHG12,up
LINC01541,1.92466119165121e-10,-0.376737012286472,0.004,0.161,7.0459921565159e-06,LINC01541,down
CXCL5,1.99824804966223e-10,-0.744434841172223,0,0.153,7.31538628500844e-06,CXCL5,down
STK39,2.01970472002415e-10,0.31862381631372,0.762,0.541,7.39393700953641e-06,STK39,up
ADIPOR1,2.04440251054392e-10,0.367947346476471,0.809,0.651,7.48435315085025e-06,ADIPOR1,up
AP2S1,2.13035325193779e-10,0.257369656430751,0.898,0.748,7.79901022001907e-06,AP2S1,up
BCL6,2.19433736303515e-10,0.319922514030577,0.698,0.508,8.03324965233539e-06,BCL6,up
SPEF2,2.22304781832064e-10,-0.364190796904409,0.021,0.189,8.13835575809004e-06,SPEF2,down
ERICH3,2.3259353015703e-10,-0.713343109962114,0.004,0.16,8.5150165455187e-06,ERICH3,down
PDLIM1,2.37690815559708e-10,0.296778139734194,0.889,0.788,8.70162306682535e-06,PDLIM1,up
CDH3,2.38037904445889e-10,0.389802336594201,0.689,0.486,8.71432964385955e-06,CDH3,up
SREBF2,2.39778078068509e-10,0.268877908996892,0.804,0.579,8.77803566001005e-06,SREBF2,up
MRPL14,2.76484292167701e-10,0.279463707764593,0.864,0.711,1.01218134519674e-05,MRPL14,up
UBE2H,2.96422906444431e-10,0.366081359178073,0.945,0.869,1.08517461820242e-05,UBE2H,up
AGRN,3.05082754394432e-10,-0.371801423896961,0.391,0.573,1.11687745556258e-05,AGRN,down
TSPAN6,3.13200765400026e-10,0.324950028265627,0.706,0.496,1.14659668205295e-05,TSPAN6,up
VEGFA,3.24603112104055e-10,0.283882273650021,0.621,0.405,1.18833953310174e-05,VEGFA,up
NXNL2,3.24787263412781e-10,-0.396439488538979,0.043,0.215,1.18901369262785e-05,NXNL2,down
GIPC1,3.26458893800575e-10,0.465526694729352,0.83,0.691,1.19513336431452e-05,GIPC1,up
STRA6,3.29959486314528e-10,-0.311834966945946,0.021,0.184,1.20794868344886e-05,STRA6,down
MFAP1,3.43593242175716e-10,0.291705031408116,0.668,0.487,1.25786050028108e-05,MFAP1,up
ZNF217,3.48431799034551e-10,0.282988751332436,0.736,0.545,1.27557397308559e-05,ZNF217,up
NFKBIZ,3.51504329027739e-10,0.37433841638372,0.843,0.675,1.28682219813765e-05,NFKBIZ,up
SRPRB,3.65116114914645e-10,-0.341870408788208,0.413,0.561,1.33665358509102e-05,SRPRB,down
SYNE1,3.97798342587785e-10,-0.556672491363009,0.047,0.218,1.45629995237962e-05,SYNE1,down
PHLPP1,4.06479515404214e-10,0.360741339101172,0.766,0.572,1.48808085794329e-05,PHLPP1,up
PER2,4.08756431601277e-10,0.332479248468908,0.834,0.67,1.49641642044911e-05,PER2,up
FBXO32,4.13028188972048e-10,0.421556256826776,0.685,0.448,1.51205489700777e-05,FBXO32,up
DNAJC10,4.25414435173577e-10,-0.414008793035625,0.43,0.56,1.55739970572695e-05,DNAJC10,down
TGM2,4.36383830202142e-10,-0.596961165003852,0.132,0.327,1.59755756398702e-05,TGM2,down
TENM4,4.38007968008572e-10,-0.469331343641363,0.298,0.489,1.60350337008258e-05,TENM4,down
NCOA7,4.48802979369262e-10,0.879635216791867,0.804,0.674,1.64302282717293e-05,NCOA7,up
SLIT3,4.57235854539428e-10,-0.267314798635963,0.026,0.192,1.67389473988339e-05,SLIT3,down
TSHZ2,4.6643007137402e-10,0.575678011432426,0.719,0.55,1.70755384829315e-05,TSHZ2,up
HDAC2,4.72684559395186e-10,0.258382179611677,0.847,0.677,1.73045090348984e-05,HDAC2,up
DSG1,4.80824345181632e-10,-0.67739007604109,0.021,0.183,1.76024984527543e-05,DSG1,down
TRIR,5.0745867054716e-10,0.250371330350033,0.949,0.865,1.8577554470061e-05,TRIR,up
ZNF644,5.14380499695714e-10,0.335114541383187,0.838,0.724,1.88309557133604e-05,ZNF644,up
SLC66A3,5.35723272806632e-10,-0.260664202205714,0.23,0.426,1.9612293294178e-05,SLC66A3,down
HIST1H2BK,5.41412667409526e-10,0.296225932080318,0.511,0.304,1.98205763411953e-05,HIST1H2BK,up
N4BP1,5.46986950440123e-10,0.292050792158399,0.783,0.606,2.00246452686625e-05,N4BP1,up
PRUNE2,5.88105542259416e-10,-0.30275636404977,0.026,0.188,2.15299557965749e-05,PRUNE2,down
ROR2,5.9002225867815e-10,-0.284887227816481,0.145,0.345,2.16001248679484e-05,ROR2,down
CLDN10,5.97149049294119e-10,-0.924015723035291,0.166,0.342,2.18610295456084e-05,CLDN10,down
HLA-E,6.19461535461215e-10,0.440318863650417,0.966,0.878,2.26778673516996e-05,HLA-E,up
ATP10B,6.31623910409314e-10,0.300128214319998,0.315,0.143,2.31231197361746e-05,ATP10B,up
SRSF3,6.4983991280873e-10,0.32729328748428,0.919,0.864,2.37899893680148e-05,SRSF3,up
SOD1,6.52919221399137e-10,-0.434358102605357,0.877,0.888,2.3902719776201e-05,SOD1,down
ATP5F1E,6.65035243570901e-10,-0.374244143247705,0.949,0.931,2.43462752318871e-05,ATP5F1E,down
OSBPL1A,6.71138946434226e-10,-0.251423752408475,0.294,0.499,2.45697256900106e-05,OSBPL1A,down
ELOC,7.12440628903696e-10,0.254552965095882,0.881,0.745,2.60817389835354e-05,ELOC,up
APBB2,7.13092959065783e-10,-0.306293131189397,0.243,0.438,2.61056201384393e-05,APBB2,down
TTC3,7.14151902966173e-10,-0.449954028794518,0.779,0.823,2.61443870156886e-05,TTC3,down
TRPS1,7.20990733420517e-10,-0.48048933002709,0.702,0.795,2.63947497597917e-05,TRPS1,down
HINT1,7.30429412344719e-10,-0.330809469105393,0.94,0.911,2.67402903565278e-05,HINT1,down
REEP5,7.43752503255137e-10,-0.340553374748298,0.83,0.823,2.72280353916673e-05,REEP5,down
UBE2I,7.47108825057646e-10,0.287013718850756,0.851,0.718,2.73509069765354e-05,UBE2I,up
ZNRF1,7.47482780508922e-10,0.324011580883124,0.651,0.474,2.73645971116511e-05,ZNRF1,up
PTEN,7.50970674253155e-10,-0.394007804846173,0.711,0.735,2.74922854137338e-05,PTEN,down
TUBA1B,7.52619587473496e-10,0.38995843715015,0.911,0.833,2.75526504778172e-05,TUBA1B,up
ZNF462,7.56691369725577e-10,-0.339836960812388,0.298,0.486,2.77017143542837e-05,ZNF462,down
KPNA2,7.5991698607262e-10,0.359675959384503,0.664,0.457,2.78198009431325e-05,KPNA2,up
SMC3,7.70426211205008e-10,0.286101116235318,0.8,0.631,2.82045331660041e-05,SMC3,up
TCEAL3,7.7764785387967e-10,-0.277151331080186,0.221,0.403,2.84689102826808e-05,TCEAL3,down
C4BPA,8.26912968996037e-10,-0.333909286657299,0.009,0.158,3.02724568819759e-05,C4BPA,down
CD8B,8.49418777357906e-10,-0.301490118204274,0.072,0.251,3.10963720202956e-05,CD8B,down
ARGLU1,8.68047766153414e-10,0.273179881778588,0.902,0.791,3.17783606711103e-05,ARGLU1,up
MT-ATP6,8.86095711167341e-10,-0.442287325341399,0.974,0.972,3.24390778901252e-05,MT-ATP6,down
UBE2C,8.95698573121788e-10,0.492950725058994,0.409,0.209,3.27906290634156e-05,UBE2C,up
ETF1,8.98230442224461e-10,0.257241248226675,0.804,0.664,3.28833182593953e-05,ETF1,up
RPS25,9.03591762152995e-10,-0.268036864397073,0.991,0.959,3.3079590820659e-05,RPS25,down
CD24,9.16918408700893e-10,0.626304805397805,0.932,0.696,3.3567466024131e-05,CD24,up
DSG2,9.53076464026976e-10,0.366722775331011,0.749,0.585,3.48911762715636e-05,DSG2,up
UQCRH,9.66246211668589e-10,0.318272010512085,0.97,0.915,3.53733075629754e-05,UQCRH,up
CDH13,9.76553411266176e-10,-0.707077101849983,0.323,0.499,3.57506438330434e-05,CDH13,down
CCNA1,1.01648773614625e-09,-0.314934044629261,0.043,0.21,3.7212599532578e-05,CCNA1,down
DKK3,1.05485100745573e-09,-0.486870577873082,0.111,0.292,3.86170405319469e-05,DKK3,down
ASS1,1.06328461076832e-09,0.825016330312166,0.762,0.585,3.89257863156175e-05,ASS1,up
ACAT1,1.07179657519629e-09,-0.290240168278369,0.281,0.458,3.92374008213611e-05,ACAT1,down
RGS6,1.07722119966599e-09,-0.409587648111051,0.017,0.17,3.94359908985722e-05,RGS6,down
GRIP1,1.1104189541129e-09,-0.450677852372788,0.383,0.556,4.06513274911192e-05,GRIP1,down
MAL,1.12839932878929e-09,0.84811047186533,0.157,0.045,4.1309571027647e-05,MAL,up
TRIM38,1.15081610999842e-09,0.25213282002586,0.574,0.377,4.21302269709322e-05,TRIM38,up
TMED9,1.18748438051508e-09,-0.359516155806344,0.8,0.815,4.34726156862764e-05,TMED9,down
SMCHD1,1.26516324869278e-09,0.286043630266345,0.766,0.628,4.63163613713941e-05,SMCHD1,up
DMBT1,1.29214087053931e-09,-1.43551100835021,0.03,0.19,4.73039851295736e-05,DMBT1,down
DNMT1,1.33896146947271e-09,0.322710293763876,0.706,0.55,4.90180404359265e-05,DNMT1,up
SESN3,1.38010460107974e-09,-0.539516274273487,0.37,0.531,5.05242493409283e-05,SESN3,down
TPT1,1.38751515199947e-09,0.285284777205851,1,0.985,5.07955421995485e-05,TPT1,up
CRB3,1.44126031946151e-09,0.25373409742589,0.579,0.371,5.27630990351664e-05,CRB3,up
GGCT,1.48484309032718e-09,0.32481471838065,0.796,0.638,5.43586206937878e-05,GGCT,up
INTS6,1.49281384226865e-09,0.304411808781397,0.817,0.67,5.46504219516131e-05,INTS6,up
SOSTDC1,1.70562578152885e-09,-0.442330641271108,0.034,0.194,6.24412542359897e-05,SOSTDC1,down
PLEKHF2,1.78126434190067e-09,0.312541868742324,0.604,0.415,6.52103062926416e-05,PLEKHF2,up
SLC47A1,1.90669822790737e-09,-0.257463370639713,0.03,0.185,6.98023154254608e-05,SLC47A1,down
CEP57,1.95027475910545e-09,0.259898748230282,0.762,0.585,7.13976086560915e-05,CEP57,up
LINC02457,1.96463210937713e-09,-0.756800806115176,0.153,0.344,7.19232168921874e-05,LINC02457,down
ANKRD12,1.96737321877733e-09,0.254829739479476,0.928,0.833,7.20235661662194e-05,ANKRD12,up
LMNA,2.01534489274736e-09,0.35527814317604,0.97,0.919,7.3779761178588e-05,LMNA,up
BAG3,2.02802694668667e-09,0.346142406918009,0.881,0.781,7.42440384912521e-05,BAG3,up
FTL,2.04136694397308e-09,0.434703693786599,0.923,0.854,7.47324024519104e-05,FTL,up
VWA8,2.22613524171590e-09,-0.497424017045505,0.451,0.59,8.14965850639772e-05,VWA8,down
NECTIN2,2.23986897209467e-09,0.257521124249092,0.86,0.684,8.19993631994139e-05,NECTIN2,up
CREB3L2,2.24962788980868e-09,-0.283273485370399,0.213,0.41,8.23566274180059e-05,CREB3L2,down
CDK1,2.37722746616144e-09,0.266616723622588,0.43,0.219,8.70279203087041e-05,CDK1,up
DNAJC3,2.41207003566456e-09,-0.542851398775036,0.77,0.777,8.8303471935644e-05,DNAJC3,down
GBP2,2.43344271733854e-09,0.412543530325407,0.609,0.426,8.90859044390465e-05,GBP2,up
CST6,2.60139845249729e-09,0.591147264610625,0.166,0.053,9.52345959474734e-05,CST6,up
PLA2R1,2.75396743415986e-09,-0.29494785755979,0.2,0.386,0.000100819993797158,PLA2R1,down
ARHGEF5,2.79386024932719e-09,0.261253070629208,0.766,0.597,0.000102280429867619,ARHGEF5,up
ARL2,2.83083973055647e-09,-0.333481060056699,0.536,0.629,0.000103634211695942,ARL2,down
C3,2.8751809299698e-09,-1.16869613070231,0.234,0.38,0.000105257498665264,C3,down
GPR39,2.88658305154535e-09,-0.263904862718216,0.149,0.33,0.000105674918934024,GPR39,down
IRF1,2.97387026076976e-09,0.319053431421596,0.787,0.594,0.00010887041637652,IRF1,up
PKP2,3.1790468209455e-09,-0.490673902166613,0.383,0.523,0.000116381725067994,PKP2,down
DDX39A,3.52152518602670e-09,0.261271932272624,0.787,0.574,0.000128919515535251,DDX39A,up
LMAN1,3.61339676141553e-09,-0.387191944038715,0.83,0.851,0.000132282842038661,LMAN1,down
LGALS3BP,3.62244172439931e-09,-0.321148321609711,0.864,0.873,0.000132613969088535,LGALS3BP,down
CBR3,3.6459880656962e-09,0.254261304371059,0.532,0.333,0.000133475977097072,CBR3,up
TUBA4A,3.68694479985744e-09,0.349603724277656,0.796,0.581,0.000134975362177981,TUBA4A,up
RIMS2,3.69652441733189e-09,0.314275160521096,0.523,0.31,0.000135326062394103,RIMS2,up
MZB1,3.71787155271963e-09,-0.409646768367743,0.004,0.142,0.000136107559673513,MZB1,down
MTRNR2L12,3.89519948269973e-09,-0.409312929547219,0.974,0.971,0.000142599357862154,MTRNR2L12,down
MS4A8,4.02815761259087e-09,-0.82726716073568,0,0.133,0.000147466822039339,MS4A8,down
SLC5A8,4.02815761259087e-09,-0.331271399727541,0,0.133,0.000147466822039339,SLC5A8,down
CHD2,4.08582029296796e-09,0.324738586557231,0.872,0.751,0.000149577795105264,CHD2,up
RARRES1,4.22576045441177e-09,-2.4597909125811,0.089,0.25,0.000154700864475561,RARRES1,down
CDK6,4.29401772151253e-09,-0.319106362196212,0.311,0.494,0.000157199694766852,CDK6,down
PFDN5,4.43264597608986e-09,-0.331280881847387,0.957,0.924,0.000162274736538674,PFDN5,down
BICD1,4.99780228600434e-09,-0.593692169381223,0.289,0.461,0.000182964543888333,BICD1,down
BCL7C,5.03062074828463e-09,0.259738882386177,0.787,0.628,0.000184165994973952,BCL7C,up
TCEAL4,5.05456819996251e-09,-0.334570241277323,0.57,0.692,0.000185042687232428,TCEAL4,down
SNRPN,5.16829932480121e-09,-0.27068141870284,0.247,0.417,0.000189206269981648,SNRPN,down
CDH12,5.20330894762135e-09,-0.251021762538915,0.021,0.168,0.00019048793726347,CDH12,down
ZNF165,5.23370259862725e-09,0.260974210066987,0.379,0.201,0.000191600618433145,ZNF165,up
TMEM232,5.26574574915456e-09,-0.544309914536112,0.034,0.187,0.000192773686130799,TMEM232,down
TM9SF2,5.32544659735524e-09,-0.438780239628845,0.745,0.779,0.000194959274482578,TM9SF2,down
JUN,5.41634244350651e-09,0.406163731215972,0.974,0.919,0.00019828688051433,JUN,up
COL12A1,5.44886642747298e-09,-0.414473509886017,0.094,0.27,0.000199477551043358,COL12A1,down
DHX29,5.49880542050839e-09,-0.356612018169824,0.528,0.624,0.000201305767639392,DHX29,down
HLA-DRB5,6.16064817331552e-09,-0.938487547748967,0.357,0.488,0.000225535168976908,HLA-DRB5,down
SBDS,6.42540927745362e-09,0.253350209649077,0.881,0.739,0.0002352278082383,SBDS,up
SEL1L3,6.59877230316025e-09,-0.423782339836344,0.234,0.403,0.000241574455246394,SEL1L3,down
CPD,6.70040215701085e-09,-0.561314296302401,0.63,0.662,0.00024529502256601,CPD,down
TNFRSF6B,6.72839653006552e-09,-0.813055874576097,0.136,0.315,0.000246319868569168,TNFRSF6B,down
CAV1,7.19873147999876e-09,-0.426928579694465,0.289,0.471,0.000263538360751274,CAV1,down
NIBAN2,7.39835597444461e-09,0.340650394659795,0.847,0.688,0.000270846413868443,NIBAN2,up
PHACTR4,7.48283500989664e-09,0.341258218313976,0.821,0.715,0.000273939106877306,PHACTR4,up
PDE4C,7.55007836682348e-09,0.329548866605698,0.26,0.113,0.000276400818931041,PDE4C,up
REPS2,7.72642533834613e-09,-0.432725691314228,0.145,0.315,0.000282856705211513,REPS2,down
CENPA,8.06645050696271e-09,0.256883367776974,0.336,0.168,0.000295304686609398,CENPA,up
LAMC1,8.18299721953625e-09,-0.374912715069132,0.353,0.508,0.000299571345210003,LAMC1,down
YME1L1,8.19605531416192e-09,0.260612931874856,0.843,0.737,0.000300049388996154,YME1L1,up
JAZF1,8.21513081017744e-09,-0.296377947138574,0.149,0.325,0.000300747723829786,JAZF1,down
EIF1AX,8.22249720524095e-09,0.28908790029003,0.898,0.833,0.000301017400186666,EIF1AX,up
STK38L,8.28385617467893e-09,0.336867338387025,0.604,0.441,0.000303263690698821,STK38L,up
CFAP69,8.46927949941512e-09,-0.321279332923618,0.06,0.219,0.000310051853194088,CFAP69,down
ANAPC4,8.55490168220632e-09,-0.528455449374225,0.315,0.473,0.000313186395683891,ANAPC4,down
VPS13C,8.59954885314765e-09,-0.494424616185706,0.511,0.623,0.000314820883964882,VPS13C,down
SERPINA3,8.68360888282322e-09,-0.56182822804913,0.009,0.143,0.000317898237591275,SERPINA3,down
LPGAT1,8.70596034410223e-09,-0.317220919988183,0.357,0.515,0.000318716502237238,LPGAT1,down
MICOS13,9.05222784619066e-09,-0.321594388861622,0.757,0.777,0.000331393009221194,MICOS13,down
MYO6,9.23111715260325e-09,0.417493992688818,0.796,0.653,0.000337941967839652,MYO6,up
NUP153,9.38134233854092e-09,0.282156707808051,0.723,0.546,0.000343441561671645,NUP153,up
PYCR2,9.46991097900358e-09,-0.318530569821513,0.557,0.648,0.000346683971030342,PYCR2,down
CHPF,9.77799225780313e-09,-0.364225334654873,0.391,0.52,0.000357962518565915,CHPF,down
MUC6,9.99071179267713e-09,-0.7516896732114,0.021,0.164,0.000365749968018117,MUC6,down
HNRNPL,1.02009386746484e-08,0.254114792674858,0.915,0.817,0.000373446163940203,HNRNPL,up
ZFC3H1,1.03277864148825e-08,0.25556327917758,0.762,0.58,0.000378089932862434,ZFC3H1,up
TSPAN4,1.05194540089886e-08,-0.255352439999191,0.183,0.358,0.000385106691815064,TSPAN4,down
ENPP3,1.15088948373991e-08,-0.315912647706554,0.026,0.17,0.000421329131102342,ENPP3,down
RGCC,1.19933638290359e-08,-0.640909034122628,0.328,0.475,0.000439065056417174,RGCC,down
CDKN2AIP,1.23031406964126e-08,0.292803927972375,0.681,0.506,0.000450405677754967,CDKN2AIP,up
