,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,gene,group
CALML5,0,2.84135086356282,0.793,0.021,0,CALML5,up
E6,0,2.58445567760408,0.962,0,0,E6,up
E7,0,0.751273142041444,0.596,0,0,E7,up
SYCP2,6.12465887197516e-285,1.1149298089212,0.746,0.034,2.24217636644139e-280,SYCP2,up
CLEC2B,4.21884658156102e-278,1.93925106781171,0.883,0.068,1.54447754504367e-273,CLEC2B,up
MEI1,2.93684137994358e-275,0.839763157720485,0.62,0.016,1.07514826078355e-270,MEI1,up
E2,3.8378723201372e-274,0.571639973758927,0.465,0,1.40500667767903e-269,E2,up
CDKN2A,9.75132063330016e-268,2.56823770986171,0.962,0.097,3.56986097064485e-263,CDKN2A,up
CALML3,1.47667084566613e-253,1.89722262265758,0.873,0.064,5.40594429889913e-249,CALML3,up
PITX1,6.44447414419596e-239,1.74793962212787,0.925,0.086,2.3592575394487e-234,PITX1,up
SMC1B,1.25271957596324e-236,0.604491323591192,0.545,0.015,4.58608109564382e-232,SMC1B,up
SOX2,5.36933802050005e-234,0.874697241844115,0.653,0.031,1.96566095592486e-229,SOX2,up
CSTA,7.33197753590255e-232,2.11155766965004,0.878,0.084,2.68416365611856e-227,CSTA,up
ZFR2,1.60477958416114e-216,0.413662214095464,0.54,0.018,5.8749375796555e-212,ZFR2,up
NMU,1.91686440417483e-212,1.67894980025855,0.695,0.049,7.01744889724363e-208,NMU,up
SERPINB13,7.37404542856466e-200,1.59774419062192,0.662,0.043,2.69956429094324e-195,SERPINB13,up
MIR9-3HG,2.21259111234102e-199,0.296490370906129,0.418,0.007,8.10007480316923e-195,MIR9-3HG,up
BMP7,8.85648522005448e-198,0.993737795605246,0.817,0.088,3.24227067420975e-193,BMP7,up
EPHX3,3.32654864341617e-196,0.86475360468306,0.77,0.076,1.21781619286823e-191,EPHX3,up
MYBL2,2.43793001689965e-194,0.746384730525266,0.498,0.018,8.92501799886794e-190,MYBL2,up
CDKN2C,4.65274080341719e-190,0.587202115215722,0.606,0.039,1.703321880723e-185,CDKN2C,up
KRT6A,3.17997083099399e-187,2.22021701566787,0.878,0.11,1.16415552151859e-182,KRT6A,up
APOBEC3B,5.17174333366989e-183,0.700586030147649,0.516,0.025,1.89332351702321e-178,APOBEC3B,up
PKMYT1,2.42330572814804e-180,0.588725082411455,0.474,0.019,8.87147994017717e-176,PKMYT1,up
GINS2,6.87876697690441e-180,0.624161262348281,0.573,0.037,2.51824780257494e-175,GINS2,up
CENPU,6.51067209601101e-179,0.875799401235268,0.714,0.072,2.38349194762867e-174,CENPU,up
CDT1,1.80294410974767e-178,0.595844782714794,0.545,0.032,6.60039809137523e-174,CDT1,up
CEACAM5,3.25388919784707e-178,2.91081569371351,0.676,0.06,1.19121629643983e-173,CEACAM5,up
DSC3,2.27499852424383e-176,1.57241848338074,0.869,0.108,8.32854209740423e-172,DSC3,up
GPR87,7.92543345997713e-171,0.668030698021314,0.709,0.07,2.90142193536303e-166,GPR87,up
DSG3,3.35386057150211e-168,1.13395933776664,0.775,0.078,1.22781481662121e-163,DSG3,up
LY6K,3.904646075289e-166,1.46616533574726,0.869,0.157,1.42945188170255e-161,LY6K,up
MKI67,4.3239704525082e-166,1.38130781054103,0.502,0.028,1.58296234295873e-161,MKI67,up
LGALS7B,1.15853490242795e-165,1.81230468457987,0.718,0.076,4.24128042429847e-161,LGALS7B,up
CEACAM6,1.51245166545455e-164,3.14485146205407,0.69,0.073,5.53693430206256e-160,CEACAM6,up
CTCFL,4.18694288711061e-162,0.329885257169816,0.319,0.003,1.53279792154232e-157,CTCFL,up
MCM2,4.97256229692495e-162,0.908096224915777,0.695,0.083,1.82040533128125e-157,MCM2,up
CDC45,4.22298393073951e-161,0.58619413464604,0.437,0.018,1.54599218720443e-156,CDC45,up
CENPK,5.02412801217304e-160,0.606536397867725,0.62,0.055,1.83928302397643e-155,CENPK,up
FOXD1,8.98471777805035e-159,0.268218216185494,0.366,0.009,3.28921533136645e-154,FOXD1,up
SERPINB5,8.16181248050718e-158,1.45934710418718,0.859,0.125,2.98795793098887e-153,SERPINB5,up
ADH7,2.17270817359601e-156,0.790369009985044,0.366,0.01,7.95406735271763e-152,ADH7,up
CEP55,3.28358354933908e-154,0.674993436481994,0.441,0.021,1.20208710157754e-149,CEP55,up
KRT13,1.89551207898447e-153,1.85421542124898,0.775,0.1,6.93928016995424e-149,KRT13,up
RNF212,1.22748620644595e-152,0.725362466188246,0.685,0.084,4.49370425317798e-148,RNF212,up
FAM111B,1.34550774354054e-152,0.590572486065938,0.484,0.029,4.92576929832756e-148,FAM111B,up
SOX15,1.63904910469278e-151,0.785619159017362,0.714,0.08,6.0003948673698e-147,SOX15,up
TK1,3.32546254442125e-151,1.33984320575125,0.723,0.1,1.21741858288718e-146,TK1,up
RAD51AP1,7.06538736128227e-151,0.398182132649328,0.484,0.03,2.58656765909183e-146,RAD51AP1,up
CENPW,9.46816996851941e-151,1.65430153139225,0.831,0.147,3.46620234377527e-146,CENPW,up
SLC6A11,3.99819431956129e-150,0.264895838129306,0.371,0.012,1.46369895844819e-145,SLC6A11,up
C5orf66-AS1,6.40444191237638e-150,0.501493100019161,0.531,0.038,2.34460213970187e-145,C5orf66-AS1,up
ANLN,2.43710799405917e-149,0.660248183007479,0.545,0.043,8.92200865545121e-145,ANLN,up
DTL,1.52290959831469e-148,0.52808830905771,0.413,0.018,5.57521974847026e-144,DTL,up
TPX2,9.416879317662e-148,1.24816375469158,0.474,0.03,3.44742534940288e-143,TPX2,up
KNL1,3.89916096777534e-147,0.622920763916551,0.479,0.031,1.42744383869287e-142,KNL1,up
NCAPH,7.78576768844496e-147,0.40017800453504,0.404,0.017,2.85029169306282e-142,NCAPH,up
YBX2,8.29975044412387e-146,0.312801019536408,0.371,0.013,3.03845564008931e-141,YBX2,up
IL32,2.61449137795301e-144,1.95692239730657,0.784,0.132,9.57139148554817e-140,IL32,up
NEURL1B,6.35897582062029e-144,0.43281019815566,0.437,0.023,2.32795745817088e-139,NEURL1B,up
BIRC5,3.09703159252702e-143,0.835149242530018,0.455,0.028,1.13379229570822e-138,BIRC5,up
ARHGAP4,7.12883015656135e-143,0.466152515637439,0.507,0.038,2.60979343201554e-138,ARHGAP4,up
LY6D,1.33677866184652e-142,3.00101081415503,0.732,0.102,4.89381300315393e-138,LY6D,up
FAM83A,3.8585428676893e-142,0.789790644885943,0.493,0.035,1.41257395843237e-137,FAM83A,up
CLDN1,3.07827562939801e-141,2.06981879141467,0.878,0.168,1.12692592516632e-136,CLDN1,up
RYR1,1.24898418428768e-140,0.648476217771974,0.563,0.052,4.57240620025877e-136,RYR1,up
POLQ,2.14125341572402e-140,0.424919366386717,0.38,0.016,7.83891462962405e-136,POLQ,up
ANXA8L1,3.42309732549509e-140,0.628308940948564,0.624,0.064,1.2531616998905e-135,ANXA8L1,up
MELK,5.44229965034801e-140,0.318618411398212,0.404,0.019,1.9923714789959e-135,MELK,up
TRIM7,7.2206053386629e-140,0.418335897388406,0.484,0.034,2.6433914084311e-135,TRIM7,up
ULBP2,4.86364908111594e-139,0.336817195439844,0.488,0.035,1.78053329210574e-134,ULBP2,up
CDCA8,7.35637192373828e-138,0.564646738767883,0.432,0.025,2.69309419756135e-133,CDCA8,up
CLCA2,1.13713285845182e-137,0.595213919548517,0.469,0.03,4.16292968150628e-133,CLCA2,up
E2F7,7.15181074176466e-137,0.388674744737557,0.413,0.022,2.61820639445262e-132,E2F7,up
CDK1,8.25466583410444e-137,0.754896388661826,0.455,0.03,3.02195061520729e-132,CDK1,up
NTS,8.9755756336536e-137,1.83270714911378,0.296,0.006,3.28586848372425e-132,NTS,up
E2F1,1.00194785571838e-135,0.510113472175198,0.427,0.025,3.66803090499943e-131,E2F1,up
KRT16,4.7305448854878e-135,1.79963224300315,0.784,0.127,1.73180517712823e-130,KRT16,up
FABP5,7.26802065236379e-135,2.69655055661527,0.911,0.232,2.66074968062386e-130,FABP5,up
TTC6,8.16272575302843e-135,0.392387201723882,0.451,0.029,2.98829227092618e-130,TTC6,up
UBE2C,3.89164367562295e-134,1.25238521074549,0.427,0.025,1.42469183320881e-129,UBE2C,up
CAPNS2,1.31185654916199e-133,0.362543549746741,0.399,0.02,4.80257564082711e-129,CAPNS2,up
DIAPH3,3.29836266115988e-133,0.801693284419585,0.474,0.036,1.20749758662402e-128,DIAPH3,up
ANXA8,8.41625727371413e-133,0.642432246165247,0.62,0.068,3.08110762533401e-128,ANXA8,up
GNGT1,3.10755235043786e-132,0.778526830822844,0.531,0.05,1.1376438399718e-127,GNGT1,up
PRC1,1.32600251059487e-131,0.984295419164912,0.62,0.078,4.85436259103675e-127,PRC1,up
MYO3A,1.59037644277361e-130,0.444923220498273,0.408,0.023,5.82220911934991e-126,MYO3A,up
PCLAF,9.5453078482766e-130,1.1038043488282,0.596,0.072,3.49444175017558e-125,PCLAF,up
RRM2,6.71505584796002e-129,1.14026937854139,0.432,0.03,2.45831479537968e-124,RRM2,up
PHF19,1.69442076428354e-128,0.517940480414057,0.507,0.046,6.20310497596561e-124,PHF19,up
ASPM,2.84902978568672e-128,0.915172157900073,0.408,0.025,1.04300131424205e-123,ASPM,up
SRPX2,4.51153674015091e-128,0.366333877478399,0.376,0.018,1.65162848520185e-123,SRPX2,up
PKP1,5.02096059199703e-128,0.791883391222109,0.695,0.09,1.83812346312419e-123,PKP1,up
GJB5,6.29631013471031e-128,0.564676685574466,0.676,0.092,2.3050161772161e-123,GJB5,up
GBP6,1.03779869792889e-127,0.517448021596204,0.498,0.04,3.79927725324787e-123,GBP6,up
TROAP,1.25680911384264e-127,0.437148715122949,0.399,0.023,4.6010524848665e-123,TROAP,up
UCHL1,2.60499786039856e-127,0.370393561752813,0.343,0.014,9.53663666713308e-123,UCHL1,up
AURKB,6.83845349636703e-127,0.479789670533387,0.362,0.017,2.503489440485e-122,AURKB,up
PADI3,1.0594079447471e-126,0.385430586548171,0.258,0.003,3.87838654492467e-122,PADI3,up
AC244153.1,1.33781506847077e-126,0.321336923530962,0.385,0.02,4.89760718416464e-122,AC244153.1,up
TAF7L,2.14929830878791e-126,0.279389358697115,0.286,0.007,7.86836617864167e-122,TAF7L,up
IQGAP3,2.72839237989636e-126,0.333410158300108,0.319,0.011,9.98837166356259e-122,IQGAP3,up
UHRF1,2.76246933727024e-126,0.798572890985599,0.568,0.067,1.01131239968126e-121,UHRF1,up
TMPRSS11D,3.48512284691154e-126,0.80964148009399,0.615,0.07,1.27586862302585e-121,TMPRSS11D,up
HS6ST2,6.76012554559316e-126,0.509688488545981,0.549,0.055,2.4748143609862e-121,HS6ST2,up
NDC80,1.40926254634919e-125,0.496024076191373,0.371,0.019,5.15916925592976e-121,NDC80,up
HECW2,2.60991606420953e-125,0.439201375816347,0.498,0.045,9.55464171946467e-121,HECW2,up
NCCRP1,6.04173692176168e-125,0.628427207428464,0.488,0.042,2.21181946968773e-120,NCCRP1,up
BRCA2,6.18846067526294e-125,0.425248207600806,0.507,0.047,2.26553356860701e-120,BRCA2,up
CRYBG2,3.43100496742542e-124,0.486251929711909,0.526,0.05,1.25605660852477e-119,CRYBG2,up
KBTBD12,6.33688046175246e-124,0.379303296880923,0.437,0.031,2.31986856824296e-119,KBTBD12,up
MIR205HG,2.07736965796043e-123,1.69839398426123,0.836,0.153,7.60504258082736e-119,MIR205HG,up
DEPDC1,2.7311304557912e-123,0.407896479293098,0.319,0.012,9.99839548560601e-119,DEPDC1,up
NUSAP1,3.07388293615016e-123,1.44328925886898,0.667,0.105,1.12531780409521e-118,NUSAP1,up
HOXD11,6.78081345645476e-123,0.303971165614073,0.441,0.031,2.48238799827352e-118,HOXD11,up
FOXN1,1.10753040487968e-122,0.292569280097055,0.39,0.022,4.05455805922402e-118,FOXN1,up
FOXA1,3.42848480829652e-122,0.465126889429289,0.54,0.055,1.25513400346927e-117,FOXA1,up
LINC01133,7.19542989641381e-122,0.826155434449964,0.657,0.099,2.63417493077813e-117,LINC01133,up
KRT5,1.55363128174453e-121,1.89712415328555,0.939,0.209,5.68768875933856e-117,KRT5,up
CASC9,1.13109605855301e-120,0.251054584235439,0.329,0.013,4.1408295607567e-116,CASC9,up
AL353807.5,3.08057249014442e-120,0.250315553286916,0.366,0.02,1.12776678291697e-115,AL353807.5,up
SMC4,4.44401727194683e-120,1.86494161669449,0.897,0.298,1.62691028308702e-115,SMC4,up
CDKN3,1.03244610320012e-119,0.819107906477595,0.455,0.039,3.7796819392053e-115,CDKN3,up
CLSPN,2.33896241124689e-119,0.531654319126533,0.46,0.039,8.56270749133374e-115,CLSPN,up
CDCA5,8.92290404115374e-118,0.389783775972715,0.376,0.022,3.26658594042597e-113,CDCA5,up
FANCI,1.14664187907148e-117,0.55493226577791,0.596,0.078,4.19774125509277e-113,FANCI,up
AC009501.3,1.16719542680911e-116,0.364243504734565,0.474,0.043,4.27298573800547e-112,AC009501.3,up
HR,8.98755487402684e-116,0.331132273642196,0.488,0.045,3.29025396383248e-111,HR,up
BBOX1-AS1,1.74152117947498e-115,0.679099357815613,0.366,0.022,6.37553488593996e-111,BBOX1-AS1,up
FAM83D,6.09928419031786e-115,0.632733675161721,0.535,0.063,2.23288694923347e-110,FAM83D,up
FOXM1,1.00205218963222e-114,0.405307519198848,0.394,0.027,3.66841286102459e-110,FOXM1,up
ORC6,2.42662426561323e-114,0.472243481056215,0.507,0.054,8.88362877398347e-110,ORC6,up
CENPF,3.14629293831085e-114,1.42984514617908,0.498,0.053,1.15182638178622e-109,CENPF,up
KIF2C,4.69050372282182e-114,0.493173333018492,0.343,0.018,1.71714650788784e-109,KIF2C,up
SPHK1,5.08154703014361e-114,0.47633335323258,0.554,0.067,1.86030355226528e-109,SPHK1,up
LGALS7,3.87120125867107e-113,1.03023305422046,0.592,0.074,1.41720806878689e-108,LGALS7,up
TMEM40,1.04269325617511e-112,0.672936433118424,0.638,0.089,3.81719574153146e-108,TMEM40,up
POLE2,2.18485685580073e-112,0.304615692451851,0.446,0.038,7.99854246340088e-108,POLE2,up
MALL,5.81751651734748e-112,1.24097414583804,0.793,0.177,2.12973462183574e-107,MALL,up
FAM83C,7.75290361894165e-112,0.273882545111979,0.38,0.024,2.83826048585835e-107,FAM83C,up
BRIP1,1.24820354668733e-111,0.427365556572496,0.446,0.039,4.56954836406764e-107,BRIP1,up
CCNB2,2.51193765749281e-111,0.73570413641671,0.437,0.038,9.19595257031543e-107,CCNB2,up
IL20RB,1.90981508407664e-110,0.862280024292732,0.62,0.093,6.99164204129615e-106,IL20RB,up
CCNA2,2.11010457117413e-110,0.488579811293884,0.338,0.018,7.72488182461139e-106,CCNA2,up
PLK1,2.3294419258121e-110,0.656716846992429,0.343,0.019,8.52785394620551e-106,PLK1,up
KIF11,3.23561510394985e-110,0.473599876140075,0.446,0.042,1.184526333405e-105,KIF11,up
NLRC5,3.54307442402738e-110,0.559385865929836,0.638,0.101,1.29708411589218e-105,NLRC5,up
DLEU7,8.78559443203261e-110,0.252499101465617,0.352,0.02,3.21631826562282e-105,DLEU7,up
NES,1.42233321503311e-109,0.413868054186678,0.352,0.021,5.2070196669147e-105,NES,up
TMPRSS11E,3.47647256693355e-109,0.622140906178987,0.385,0.026,1.2727018420287e-104,TMPRSS11E,up
LYPD3,4.45303787760392e-109,1.67082229729029,0.845,0.215,1.63021263661202e-104,LYPD3,up
S100A8,2.08159594632413e-108,1.93287438071888,0.667,0.102,7.62051459989801e-104,S100A8,up
ALG1L,2.73535585126153e-108,0.535627089806622,0.582,0.083,1.00138642358833e-103,ALG1L,up
MCM10,1.46069415299003e-107,0.256793424743695,0.31,0.015,5.34745522468121e-103,MCM10,up
FRMD6,3.27497101207094e-107,0.919123613286742,0.765,0.16,1.19893413780905e-102,FRMD6,up
OIP5,4.05888296028682e-107,0.257242421660261,0.357,0.023,1.4859164629314e-102,OIP5,up
TOPBP1,4.24665689186013e-107,1.06596648474085,0.836,0.247,1.55465862154108e-102,TOPBP1,up
AC019349.1,1.87515732789783e-106,1.04160661510078,0.516,0.057,6.86476346170118e-102,AC019349.1,up
NXPH4,1.8773886485619e-106,0.315891524461403,0.333,0.019,6.87293210352025e-102,NXPH4,up
GPX2,3.86111560838803e-106,1.54649339142369,0.643,0.12,1.41351581307477e-101,GPX2,up
TRIM29,5.43331907036172e-106,1.18194677487388,0.892,0.238,1.98908377846872e-101,TRIM29,up
DDIAS,5.84681968833083e-106,0.289247271353152,0.352,0.022,2.14046221970103e-101,DDIAS,up
MCM6,6.2715649558975e-106,0.638841758168235,0.582,0.09,2.29595721470452e-101,MCM6,up
PTTG1,1.26304803180926e-105,1.30014377163506,0.695,0.14,4.62389253965054e-101,PTTG1,up
SGO1,1.30725314371207e-105,0.355761629592806,0.366,0.026,4.78572303381553e-101,SGO1,up
S100P,1.47851481103981e-105,1.68630547413825,0.695,0.135,5.41269487173565e-101,S100P,up
ZWINT,4.02824104278704e-105,0.45746706617401,0.493,0.056,1.47469876335391e-100,ZWINT,up
TOP2A,4.0947513043206e-105,1.05011170524981,0.474,0.053,1.49904750499873e-100,TOP2A,up
KIF15,1.57009277800751e-104,0.356726819443486,0.362,0.025,5.7479526510077e-100,KIF15,up
NCAPG,5.81914485599695e-104,0.544343693668186,0.399,0.033,2.13033074033192e-99,NCAPG,up
GSDMC,1.18238440575594e-103,0.304652778981336,0.408,0.034,4.32859107103192e-99,GSDMC,up
STMN1,5.51189056005355e-103,2.27855535638769,0.897,0.373,2.01784801513e-98,STMN1,up
ESR1,3.41734662982638e-102,-2.40431040543391,0.221,0.925,1.25105642771314e-97,ESR1,down
AC105402.3,3.59988935597742e-102,0.501489850606169,0.371,0.027,1.31788349432977e-97,AC105402.3,up
ATAD5,4.15754659381146e-102,0.469907888105364,0.545,0.074,1.52203623252844e-97,ATAD5,up
MIR4713HG,1.01949123976471e-101,0.419048873497256,0.446,0.044,3.73225547965463e-97,MIR4713HG,up
WDR76,1.13369717543084e-101,0.413399126124054,0.432,0.042,4.15035198953477e-97,WDR76,up
GJB3,4.13099498036172e-101,0.67746836478103,0.714,0.143,1.51231595236062e-96,GJB3,up
HOXA9,5.46522108286586e-101,0.252760359770057,0.31,0.017,2.00076278622636e-96,HOXA9,up
TYMS,6.25293002947689e-101,1.0430349890928,0.596,0.103,2.28913515449119e-96,TYMS,up
IFI16,1.28082425549614e-100,1.57373880433216,0.915,0.427,4.68896951694581e-96,IFI16,up
SFN,2.41431305651961e-100,1.83652062131932,0.967,0.473,8.83855866861264e-96,SFN,up
MIR924HG,6.58467122180653e-100,0.941610437357991,0.61,0.108,2.41058228759115e-95,MIR924HG,up
RTKN2,2.2570962849261e-99,0.792740926264306,0.667,0.132,8.26300378948597e-95,RTKN2,up
ATAD2,6.68288984155453e-99,1.21419596085682,0.812,0.234,2.4465391420947e-94,ATAD2,up
RAP2B,2.20827239057467e-98,1.33667775736765,0.869,0.284,8.08426439465482e-94,RAP2B,up
SERPINB3,3.50573801767328e-98,1.935192525623,0.714,0.148,1.28341563089001e-93,SERPINB3,up
SLCO3A1,1.92425099205851e-97,0.955684042251606,0.845,0.223,7.04449045682701e-93,SLCO3A1,up
CENPP,1.02148343271816e-96,0.747181597104096,0.653,0.13,3.73954869883792e-92,CENPP,up
TSPAN5,1.50200838589562e-96,0.53739408371348,0.596,0.094,5.49870249992527e-92,TSPAN5,up
KIFC1,2.33551622885552e-96,0.336088484507661,0.399,0.037,8.55009136221716e-92,KIFC1,up
APOC1,3.64430171634847e-96,0.253436909434613,0.31,0.018,1.33414241533801e-91,APOC1,up
ARHGAP11A,3.8145488657586e-96,0.396468274896872,0.352,0.027,1.39646819426557e-91,ARHGAP11A,up
CYP4B1,1.69278121623485e-95,0.849283557801734,0.577,0.092,6.19710275451416e-91,CYP4B1,up
WDHD1,4.03063772998658e-95,0.427672547044798,0.526,0.075,1.47557616657079e-90,WDHD1,up
PLD1,8.68238585427679e-95,0.878166813837938,0.761,0.187,3.17853463739219e-90,PLD1,up
DLEU1,1.19144365814161e-94,1.41836601172062,0.817,0.271,4.3617560880906e-90,DLEU1,up
MSX1,2.82424355781186e-94,-2.35459082626839,0.103,0.87,1.03392732407934e-89,MSX1,down
REEP4,7.28205676449946e-94,0.604162681547523,0.662,0.135,2.66588816091561e-89,REEP4,up
NETO2,1.1014686331959e-93,0.494188116527639,0.559,0.088,4.03236651926686e-89,NETO2,up
BUB1,1.42122431177675e-93,0.30156136093989,0.3,0.018,5.20296008298349e-89,BUB1,up
ARHGAP23,2.11440008098566e-93,0.492715240320104,0.624,0.108,7.74060725648042e-89,ARHGAP23,up
PADI1,2.72925355696497e-93,0.414828985152837,0.324,0.022,9.99152434669307e-89,PADI1,up
TP63,4.37999625474739e-93,0.818423613474519,0.742,0.148,1.60347282890047e-88,TP63,up
RAB27B,5.02534398461524e-92,0.691525934044092,0.685,0.144,1.83972817932779e-87,RAB27B,up
TUBB6,5.66691720684391e-92,0.731314636764537,0.7,0.147,2.07460172025349e-87,TUBB6,up
XRCC3,8.40069959644026e-92,0.358303057809359,0.484,0.063,3.07541211526082e-87,XRCC3,up
HSPB1,1.13689614897689e-91,1.96308474895404,1,0.979,4.16206311178948e-87,HSPB1,up
CLU,1.18477464963022e-91,-3.49455108880488,0.596,0.937,4.33734151483126e-87,CLU,down
TMPRSS11A,1.38676527111925e-91,0.616777886636117,0.39,0.036,5.07680898104048e-87,TMPRSS11A,up
AC092535.4,1.69872666953375e-91,0.389032496107512,0.577,0.094,6.21886846449612e-87,AC092535.4,up
KLHL35,1.95541373129219e-91,0.447291587447152,0.512,0.078,7.15857412888757e-87,KLHL35,up
ESCO2,2.86495944170989e-91,0.260835459089614,0.3,0.018,1.04883300201557e-86,ESCO2,up
RFC4,3.48188792509128e-91,0.580886037997082,0.634,0.129,1.27468435049667e-86,RFC4,up
CERS3,3.85500567985948e-91,0.313166219471856,0.418,0.042,1.41127902933976e-86,CERS3,up
RSRC1,3.93183363134544e-91,1.17311236089445,0.944,0.477,1.43940497409925e-86,RSRC1,up
S100A14,5.10463868763779e-91,1.97869135985834,0.972,0.655,1.86875717715732e-86,S100A14,up
CHAF1A,6.41492955575708e-91,0.658451444263609,0.615,0.121,2.34844156106711e-86,CHAF1A,up
RNASET2,7.08206235154853e-91,-1.98376849382651,0.54,0.921,2.5926722062784e-86,RNASET2,down
ARHGEF4,9.00365689039832e-91,0.47183300225912,0.563,0.09,3.29614875100592e-86,ARHGEF4,up
CD109,2.40184814687331e-90,0.410436945316005,0.526,0.074,8.7929258808885e-86,CD109,up
IFI27,2.86902666631872e-90,2.21924297331299,0.967,0.549,1.05032197227262e-85,IFI27,up
BNC1,8.44868607090336e-90,0.296543413471466,0.413,0.042,3.09297948369701e-85,BNC1,up
SLC15A3,1.47900638422529e-89,0.409599878879852,0.521,0.078,5.41449447201035e-85,SLC15A3,up
KIF23,2.11783268523272e-89,0.560699370529854,0.451,0.057,7.75317367736848e-85,KIF23,up
CDC7,5.03823299524048e-89,0.259107880545572,0.394,0.04,1.84444671722759e-84,CDC7,up
F12,3.97924392128164e-88,0.460498259087094,0.531,0.083,1.45676140714199e-83,F12,up
PTPN13,5.25094238578541e-88,1.53625408872922,0.897,0.401,1.92231749801218e-83,PTPN13,up
PIGR,5.39216778258755e-88,-3.97507822152883,0.103,0.839,1.97401870352748e-83,PIGR,down
HPGD,5.83372251221203e-88,0.900198867246995,0.493,0.07,2.1356674744957e-83,HPGD,up
CDKN2B-AS1,6.38600555388467e-88,0.53432977500416,0.587,0.102,2.33785277322164e-83,CDKN2B-AS1,up
ASB2,8.03866004981314e-88,0.32193165753554,0.362,0.033,2.94287305763609e-83,ASB2,up
SCGB2A1,8.26712331470412e-88,-4.19712472169765,0.033,0.829,3.02651117428003e-83,SCGB2A1,down
KIF4A,1.76522369740306e-87,0.361941465145611,0.39,0.039,6.46230743382285e-83,KIF4A,up
DNM1,3.87328575033858e-87,0.42586901511494,0.498,0.071,1.41797118034145e-82,DNM1,up
STIL,4.09012441199038e-87,0.395172259019443,0.498,0.074,1.49735364598556e-82,STIL,up
CD81,4.16468463976511e-87,-1.64199040556663,0.765,0.952,1.52464939977161e-82,CD81,down
IRX5,4.34363302810626e-87,0.318495389948534,0.488,0.068,1.59016061525942e-82,IRX5,up
C5orf66,6.99937464057487e-87,0.327087879594134,0.446,0.054,2.56240106216805e-82,C5orf66,up
SOX17,1.02581190851793e-86,-2.33758889862558,0.014,0.818,3.75539481589329e-82,SOX17,down
SPAG5,4.78911131355667e-86,0.345569762111139,0.343,0.029,1.75324576077996e-81,SPAG5,up
PRTFDC1,4.83276084053028e-86,0.300869993971184,0.352,0.032,1.76922541610973e-81,PRTFDC1,up
SERPINB4,5.49550242400838e-86,1.42292622208864,0.516,0.075,2.01184848240523e-81,SERPINB4,up
MCM4,8.35504020388274e-86,0.869886518428696,0.728,0.205,3.05869666823943e-81,MCM4,up
ASF1B,2.09402416159542e-85,0.603862746404519,0.549,0.098,7.66601305318468e-81,ASF1B,up
CDCA4,2.6058113363954e-85,0.567729613283824,0.615,0.125,9.5396147214099e-81,CDCA4,up
AC008875.3,2.90106764505828e-85,0.280499943620872,0.366,0.035,1.06205185417939e-80,AC008875.3,up
FGFR3,4.71238096863876e-85,0.465364046119257,0.549,0.092,1.72515554880896e-80,FGFR3,up
ABLIM3,4.98672097070037e-85,0.418671418179676,0.291,0.019,1.8255886801637e-80,ABLIM3,up
RPS25,8.59951942208254e-85,-1.40103147038856,0.958,0.981,3.1481980652302e-80,RPS25,down
DKK1,2.49352417162251e-84,0.695563063985955,0.413,0.047,9.12854263989283e-80,DKK1,up
FANCA,2.55483492497196e-84,0.416292478587637,0.493,0.076,9.35299517682985e-80,FANCA,up
KLHDC7B,2.80977066548635e-84,0.425497139721829,0.427,0.051,1.0286289429279e-79,KLHDC7B,up
FOLR1,3.02618070915902e-84,-2.08767644010653,0.028,0.812,1.10785449581603e-79,FOLR1,down
AP001347.1,5.57471516568759e-84,0.378860971298127,0.362,0.035,2.04084747500657e-79,AP001347.1,up
LIPH,6.43716780078254e-84,0.783504933743039,0.399,0.046,2.35658276018848e-79,LIPH,up
TIAM1,1.94440063949202e-83,0.639299659991833,0.746,0.179,7.11825630111633e-79,TIAM1,up
SDC1,2.26949159444413e-83,1.49084869649725,0.883,0.413,8.30838177810053e-79,SDC1,up
KNTC1,2.74632041413823e-83,0.390520958779081,0.502,0.077,1.00540044041187e-78,KNTC1,up
MCM5,5.55547954306008e-83,0.791890446740408,0.704,0.195,2.03380550591886e-78,MCM5,up
JPT1,6.10033751792477e-83,1.47348977554925,0.93,0.513,2.23327256193708e-78,JPT1,up
AC006972.1,8.42729352401496e-83,0.266684211347746,0.31,0.023,3.08514788620664e-78,AC006972.1,up
PTPRZ1,1.1582627133397e-82,0.538941540343513,0.441,0.058,4.24028396726532e-78,PTPRZ1,up
NUF2,2.91982083355089e-82,0.420297469517594,0.385,0.042,1.06891720895465e-77,NUF2,up
CENPN,4.02472532964961e-82,0.410309893772022,0.568,0.105,1.47341169593143e-77,CENPN,up
PLAU,8.32150852817073e-82,0.652862449154101,0.498,0.071,3.04642105707802e-77,PLAU,up
RBL1,1.4340784262917e-81,0.416625249058874,0.484,0.073,5.25001771081129e-77,RBL1,up
CHTF18,1.89963884128948e-81,0.311884007528146,0.469,0.068,6.95438783407666e-77,CHTF18,up
MUC21,2.50078298910159e-81,0.403005622768699,0.263,0.015,9.15511644480201e-77,MUC21,up
TACC3,4.98335056076562e-81,0.503201184072768,0.465,0.07,1.82435480679069e-76,TACC3,up
THSD4,5.31085884110438e-81,-2.19848034019637,0.606,0.929,1.9442523131399e-76,THSD4,down
AC245041.2,6.1871042528829e-81,0.389565174844714,0.521,0.08,2.2650369959379e-76,AC245041.2,up
